"AnnualRefresh","Area","CompanyAltName","CompanyName","Degree","EquitySchedule","Experience","ExperienceLevel","GreenCard","JobFunction","JobType","Level","OtherOffer","PositionType","PostTime","PostTitle","PostUser","PromotionPkg","RelocationFee","Satisfaction","Season","Source","SpiderTime","URL","Year","_type"
"-","Greater Seattle Area","-","Microsoft","硕士","25 6.25 6.25 ...","1-3年","在职跳槽","-","码农类General","全职","60","现在公司在拿offer之后涨工资了算一个吧？","IC (Individual Contributor 技术岗，不管人)","null","巨硬标准包","bianbaji9","-","13.5k","去","7-9月","内推","1.538872517497E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436287&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Linkedin","本科","4","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","领英return包裹","floraxue","-","-","-","7-9月","实习ReturnOffer","1.53887251767E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436717&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Apple","硕士","4年","3个月-1年","在职跳槽","-","码农类General","全职","-","有同样flag的offer","IC (Individual Contributor 技术岗，不管人)","null","果家成功谈到大包裹","EasonS","-","-","去","1-3月","内推","1.538872518586E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433318&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","博士","两年50%/50%","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","西雅图某个移动设备方向研究所，与湾区某无人车方向小公司","IC (Individual Contributor 技术岗，不管人)","null","Google软件工程师offer","倒序浏览","-","待议","基本会去","4-6月","网上海投","1.538872519372E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436693&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","TwoSigma","硕士","N/A","3-5年","在职跳槽","-","码农类General","全职","-","fb","IC (Individual Contributor 技术岗，不管人)","null","二码包裹","albey","-","-","考虑中","4-6月","猎头","1.538872519597E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=428161&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","美国其他地区","Walmart","-","硕士","4 years","3-5年","在职跳槽","yes","码农类General","全职","3","没有...","IC (Individual Contributor 技术岗，不管人)","null","阿肯色大农村","thorariel","-","no","去","7-9月","猎头","1.538872520052E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434791&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"150k+","BayArea","-","Apple","硕士","4 year","1-3年","在职跳槽","-","码农类General","全职","-","google square puerstorage pinterest houzz","IC (Individual Contributor 技术岗，不管人)","null","Apple惊天大包裹","shiloh00","-","-","-","4-6月","内推","1.538872521498E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434786&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","25,25,25,25","1-3年","在职跳槽","-","码农类General","全职","60","Google, Apple, Uber, Houzz, Snapchat","IC (Individual Contributor 技术岗，不管人)","null","微软offer","abcd1992719g","-","after tax 9000","-","4-6月","猎头","1.53887252209E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=432711&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","Square","Uber","硕士","25% after 1st year. Monthly afterwards","1-3年","在职跳槽","入职办","码农类General","全职","4","Square","IC (Individual Contributor 技术岗，不管人)","null","Uber包","dreamxiaoyu","-","-","去","7-9月","猎头","1.538872522161E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=289852","2017","TrailItem"
"-","Greater New York Area","-","Bloomberg","本科","none","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","只有local的offer，给的不到bb一半，没好意思说","IC (Individual Contributor 技术岗，不管人)","null","Bloomberg new grad 标准","chixx078","-","10k","去","4-6月","网上海投","1.538872523816E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=415864&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Snapchat","硕士","25%","5-10年","在职跳槽","-","码农类General","全职","4","巨硬lowball包","IC (Individual Contributor 技术岗，不管人)","null","snapcht老年中包","mdnkmdnk","-","-","去","4-6月","内推","1.53887252412E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=420697&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","5%， 15%， 40%，40%","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","亚麻L4包袱更新","ranranyy","-","-","-","4-6月","猎头","1.538872524409E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=429332&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","博士","25 25 25 25","<3个月短暂实习/全职","fresh grad应届毕业生","-","电路/电子/半导体类","全职","-","IC design公司的offer","IC (Individual Contributor 技术岗，不管人)","null","狗家fresh PhD hardware包","c2issy","-","30k","去","7-9月","内推","1.538872525929E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434440&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Zillow","硕士","第1年结束25%，之后3年每季度vest","<3个月短暂实习/全职","fresh grad应届毕业生","头说会帮忙拿绿卡，但还没说具体怎么实施","Other","全职","-","-","-","null","Zillow Group @SF - Security Engineer - 抖包袱","esTIESti","-","10K","满意，打算去","4-6月","网上海投","1.538872526392E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=192010&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"-","Greater Seattle Area","-","Microsoft","博士","25/25/25/25","1-3年","在职跳槽","-","分析|数据科学类","全职","62","Amazon","IC (Individual Contributor 技术岗，不管人)","null","软软标准包","倒序浏览","-","10000","满意","4-6月","内推","1.538872526834E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437046&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2019","TrailItem"
"-","BayArea","-","Cisco","硕士","-","<3个月短暂实习/全职","fresh grad应届毕业生","不清楚","码农类General","全职","-","none","IC (Individual Contributor 技术岗，不管人)","null","报个思科SDE new grad的offer","tracyghz","-","-","去","1-3月","内推","1.538872527264E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=321468&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","VMWare","硕士","4 years 25% each year","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","VMWare 贝尔维尤","hexuanus","-","-","-","7-9月","猎头","1.538872527992E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=289286&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","4 years","3-5年","在职跳槽","-","码农类General","全职","62","-","IC (Individual Contributor 技术岗，不管人)","null","巨硬西雅图包","wuyou8933","-","12k","去","7-9月","网上海投","1.538872528003E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436230&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Boston Area","start up","-","博士","-","1-3年","在职跳槽","未知","金工类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","波士顿start up quant researcher","ghost3332","-","-","犹豫中","7-9月","猎头","1.53887252926E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437020&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","Oath","-","博士","3年","fresh grad 无实习/全职","fresh grad应届毕业生","-","Other","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","一个research scientist的offer","mgccl","-","25000","-","1-3月","内推","1.538872529947E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=339711&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Southern California","Zefr","-","博士","25/25/25/25","1-3年","在职跳槽","day1","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","报个Zefr (LA Startup )包","whoji","-","-","no","4-6月","网上海投","1.538872530338E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=432744&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"确定有， 但不给数字","Greater New York Area","Audible an Amazon Company","Amazon","硕士","33% X 3 years","5-10年","在职跳槽","-","码农类General","全职","8","-","IC (Individual Contributor 技术岗，不管人)","null","Audible an Amazon Company @ Newark，NJ","pbdpbd123","-","-","远远低于现在，直接怒拒！","7-9月","猎头","1.538872532457E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437034&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Boston Area","boston某资产管理公司","-","硕士","-","5-10年","在职跳槽","-","金工类","全职","-","基本持平","IC (Individual Contributor 技术岗，不管人)","null","boston矿工包","onlyforfun","-","-","不打算去","10-12月","猎头","1.538872534432E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=321987&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Greater Seattle Area","-","Amazon","博士","5,15,40,40","1-3年","在职跳槽","-","分析|数据科学类","全职","5","-","IC (Individual Contributor 技术岗，不管人)","null","亚麻applied scientist包裹","rarew","-","10k","只比现在工资高了10%，犹豫中","7-9月","内推","1.538872534462E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=292645&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Southern California","-","-","硕士","5,15, 40, 40","3个月-1年","在职跳槽","入职就办","码农类General","全职","4","No","IC (Individual Contributor 技术岗，不管人)","null","亚麻尔湾","Hack","-","1w","不去","4-6月","内推","1.538872534777E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437304&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2019","TrailItem"
"-","Greater Seattle Area","BCG","-","硕士","-","5-10年","在职跳槽","Initiate after 1 year","Other","全职","0","FB MSFT","Manager","null","BCG","myfabiano11","-","-","No","4-6月","内推","1.538872535002E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437202&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Boston Area","-","Amazon","博士","5, 15, 25, 25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","FB","IC (Individual Contributor 技术岗，不管人)","null","亚麻Research Scientist","ForTheKing","-","-","-","1-3月","猎头","1.538872535568E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=367119&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","不知名Hedge Fund","-","博士","/","<3个月短暂实习/全职","fresh grad应届毕业生","-","统计类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","报个不知名hedge fund 回报论坛","shijy07","-","/","否","4-6月","猎头","1.538872536276E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=301661&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Linkedin","硕士","4yr","<3个月短暂实习/全职","fresh grad应届毕业生","H1B sponsorship","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","领英硕士return offer","toriqyan","-","-","-","7-9月","实习ReturnOffer","1.538872537759E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436826&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"unknown, based on contribution","Houseparty","-","Other","硕士","您的积分不足。关于如何获得积分，请参考新手上路指南总帖：
http://www.1point3acres.com/bbs/thread-71069-1-1.html","1-3年","在职跳槽","-","MobileEng","全职","您的积分不足。关于如何获得积分，请参考新手上路指南总帖：
http://www.1point3acres.com/bbs/thread-71069-1-1.html","-","4","null","Startup Houseparty mobile package","munez26","已经入职","您的积分不足。关于如何获得积分，请参考新手上路指南总帖：
http://www.1point3acres.com/bbs/thread-71069-1-1.html","入职六个月可以开始办","1-3月","Other","1.538872537835E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434594&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","4y","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","亚马逊","xGuo","-","2.5k +","-","4-6月","内推","1.538872538141E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=400921&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Facebook","硕士","quarterly","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","FB Seattle","glorywine","-","-","-","4-6月","内推","1.538872540042E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=427853&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","纽约金融基金","-","博士","-","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","纽约金融基金马工包","dynastyW2","-","-","不一定","10-12月","猎头","1.5388725406E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=320903&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","-","Linkedin","硕士","1-year cliff then 25%","1-3年","在职跳槽","-","码农类General","全职","-","Facebook, Microsoft","IC (Individual Contributor 技术岗，不管人)","null","灵英最近的老年包","maomaofhl","-","-","yes","1-3月","内推","1.538872541821E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=409508&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","Facebook Reality Lab","Facebook","博士","4","3-5年","在职跳槽","-","MachineLearningEng","全职","5","No","IC (Individual Contributor 技术岗，不管人)","null","Facebook Reality Lab E5 Research Scientist","flydance","-","-","Yes","7-9月","Other","1.538872542531E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433226&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Linkedin","本科","25 25 25 25","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","铃音包裹","pwh","-","-","-","7-9月","内推","1.538872543445E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436247&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","硕士","4 years","3个月-1年","在职跳槽","-","码农类General","全职","-","Axoni, 110k base+40k sign-on+80k equity","IC (Individual Contributor 技术岗，不管人)","null","狗厂新offer","christwsy","-","working on it","去","7-9月","Other","1.538872543869E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437443&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","美国其他地区","Memorial Health System","-","硕士","-","1-3年","fresh grad应届毕业生","好","Other","全职","-","Illinois National Bank, $50k,同意申请h1b, 工作内容更喜欢","-","null","文科生的两个offer!!!怎么选？！","Josephineliu","-","-","不知道！！！","4-6月","内推","1.538872544251E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=193831&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"-","BayArea","-","Amazon","硕士","5 15 20*4","1-3年","在职跳槽","-","码农类General","全职","5","-","IC (Individual Contributor 技术岗，不管人)","null","湾区Alexa SDE2, HR口中不需要VP特批的顶包","倒序浏览","-","-","在犹豫","7-9月","Other","1.538872546209E12","http://www.1point3acres.com/bbs/thread-440682-1-1.html","2018","TrailItem"
"-","-","Airbnb","Manager","硕士","您的积分不足。关于如何获得积分，请参考新手上路指南总帖：
http://www.1point3acres.com/bbs/thread-71069-1-1.html","5-10年","在职跳槽","FB, Stripe","码农类General","全职","您的积分不足。关于如何获得积分，请参考新手上路指南总帖：
http://www.1point3acres.com/bbs/thread-71069-1-1.html","-","6","null","Airbnb 2018年春季E6 package","kyro","已经去了","您的积分不足。关于如何获得积分，请参考新手上路指南总帖：
http://www.1point3acres.com/bbs/thread-71069-1-1.html","已经有绿卡了","4-6月","内推","1.538872548086E12","http://www.1point3acres.com/bbs/thread-434216-1-1.html","2018","TrailItem"
"-","Canada","-","Google","硕士","25%","3-5年","在职跳槽","-","码农类General","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","Google 加拿大lowball求建议","waterwoodsthu","-","-","不满意","4-6月","内推","1.538872548505E12","http://www.1point3acres.com/bbs/thread-433518-1-1.html","2018","TrailItem"
"TBD","BayArea","-","Intuit","硕士","3 years","3-5年","在职跳槽","Friendly","码农类General","全职","-","N/A","IC (Individual Contributor 技术岗，不管人)","null","Intuit 包裹，回馈社会","倒序浏览","TBD","N/A","Highly possible","4-6月","内推","1.53887254956E12","http://www.1point3acres.com/bbs/thread-428953-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","25%/year","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","","-","-","null","没想到有机会报offer 泪目。。","hitowings","-","3500","-","1-3月","内推","1.538872549669E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=191591","2016","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","-","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","BB offer","neverlandzzy","-","5000","-","7-9月","猎头","1.538872549779E12","http://www.1point3acres.com/bbs/thread-435233-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","博士","25 25 25 25","3-5年","在职跳槽","-","码农类General","全职","63","Oracle","IC (Individual Contributor 技术岗，不管人)","null","微軟巨低球","cchen93","-","-","-","7-9月","猎头","1.538872552102E12","http://www.1point3acres.com/bbs/thread-435018-1-1.html","2018","TrailItem"
"-","BayArea","Adecco@Google","Google","博士","N/A","<3个月短暂实习/全职","fresh grad应届毕业生","-","分析|数据科学类","合同工","-","现在的一家公司","IC (Individual Contributor 技术岗，不管人)","null","Google 一年合同，Quantitative UX researcher","taolongustc","-","N/A","在考虑","4-6月","Other","1.538872554006E12","http://www.1point3acres.com/bbs/thread-434612-1-1.html","2018","TrailItem"
"-","workday","-","IC (Individual Contributor 技术岗，不管人)","硕士","您的积分不足。关于如何获得积分，请参考新手上路指南总帖：
http://www.1point3acres.com/bbs/thread-71069-1-1.html","1-3年","在职跳槽","n/a","码农类General","全职","您的积分不足。关于如何获得积分，请参考新手上路指南总帖：
http://www.1point3acres.com/bbs/thread-71069-1-1.html","15k","3","null","Workday Senior","mingxi0819","considering","您的积分不足。关于如何获得积分，请参考新手上路指南总帖：
http://www.1point3acres.com/bbs/thread-71069-1-1.html","6 months","4-6月","网上海投","1.5388725547E12","http://www.1point3acres.com/bbs/thread-430056-1-1.html","2018","TrailItem"
"-","BayArea","-","Pinterest","博士","25/25/25/25","fresh grad 无实习/全职","fresh grad应届毕业生","-","MachineLearningEng","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","报一个phd朋友P家的offer","MrKey","-","-","-","4-6月","内推","1.538872555834E12","http://www.1point3acres.com/bbs/thread-435381-1-1.html","2018","TrailItem"
"-","BayArea","-","滴滴","硕士","25/25/25/25","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","did 美研","倒序浏览","-","-","No","10-12月","网上海投","1.538872555906E12","http://www.1point3acres.com/bbs/thread-435109-1-1.html","2017","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","-","1-3年","在职跳槽","-","码农类General","全职","-","Google, Houzz, Robinhood","IC (Individual Contributor 技术岗，不管人)","null","Bloomberg with high base","cookie223","-","5k+full service+1 month","yes","1-3月","猎头","1.53887255756E12","http://www.1point3acres.com/bbs/thread-413080-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","4 years, no cliff","3-5年","在职跳槽","-","码农类General","全职","3","Facebook, LinkedIn","IC (Individual Contributor 技术岗，不管人)","null","狗T3诚意包","winniecow","-","-","yes","7-9月","内推","1.538872558173E12","http://www.1point3acres.com/bbs/thread-434536-1-1.html","2018","TrailItem"
"还不清楚","BayArea","Workday","-","硕士","4 years, 25% each year","3-5年","在职跳槽","-","PM类","全职","3","在等一个startup","IC (Individual Contributor 技术岗，不管人)","null","Workday P3 包裹 能怎么negotiate?","rvisa","-","-","比较倾向","4-6月","猎头","1.538872560441E12","http://www.1point3acres.com/bbs/thread-421603-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","5, 15, 40, 40","3-5年","在职跳槽","-","码农类General","全职","-","暂无","IC (Individual Contributor 技术岗，不管人)","null","Amazon FinTech","armsky","-","10K Lum Sum + 2.5K miscellaneous Allowance + 搬家package","-","4-6月","Other","1.538872560481E12","http://www.1point3acres.com/bbs/thread-412478-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","25% 25% 25% 25%","3-5年","在职跳槽","入职办吧","码农类General","全职","3","当前工资，Uber","IC (Individual Contributor 技术岗，不管人)","null","Google L3包裹","倒序浏览","-","10K","去","4-6月","猎头","1.538872560533E12","http://www.1point3acres.com/bbs/thread-432887-1-1.html","2018","TrailItem"
"-","BayArea","-","Lyft","博士","4yr","3-5年","在职跳槽","-","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Lyft 数据科学包裹","Yuming","-","-","-","4-6月","网上海投","1.538872560549E12","http://www.1point3acres.com/bbs/thread-432283-1-1.html","2018","TrailItem"
"-","BayArea","-","Lyft","博士","4 years","fresh grad 无实习/全职","fresh grad应届毕业生","-","分析|数据科学类","全职","-","FGAU","IC (Individual Contributor 技术岗，不管人)","null","Lyft data scientists","tianwen0815","-","-","-","10-12月","内推","1.538872561687E12","http://www.1point3acres.com/bbs/thread-311146-1-1.html","2017","TrailItem"
"-","BayArea","-","Yahoo","博士","无","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","无","IC (Individual Contributor 技术岗，不管人)","null","贡献个Yahoo的数据点","renbaoshan","-","6K","-","1-3月","网上海投","1.538872564136E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=431043&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Greater New York Area","Turbonomic","-","博士","25,25,25,25","5-10年","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Turbonomic","woodpig","-","-","不去","10-12月","内推","1.538872566387E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=311885&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"25-40%","BayArea","-","Linkedin","博士","4 Years, 25, 25 (quarterly), 25(quarterly), 25(quarterly)","3-5年","在职跳槽","-","码农类General","全职","3","-","IC (Individual Contributor 技术岗，不管人)","null","LinkedIn 2016年的offer","smugmug","-","25000","已经去了","1-3月","猎头","1.538872568637E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433314&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"-","BayArea","quantcast","-","硕士","25% 25% 25% 25%","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","no","IC (Individual Contributor 技术岗，不管人)","null","quantcast new grad","静静de刷题","-","5k","-","4-6月","网上海投","1.538872568758E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=428807&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","本科","4 years","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","amzn","IC (Individual Contributor 技术岗，不管人)","null","脸书phd标准包？","ForTheKing","-","-","-","1-3月","内推","1.538872569534E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=366763","2018","TrailItem"
"-","BayArea","Ultimate Software","-","博士","不清楚","<3个月短暂实习/全职","fresh grad应届毕业生","-","分析|数据科学类","全职","1","L","IC (Individual Contributor 技术岗，不管人)","null","Ultimate software 贡献个数据点","木华黎_Reid","-","5000","-","7-9月","内推","1.538872569879E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=423749&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Linkedin","博士","25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","Apple, F, Zillow","IC (Individual Contributor 技术岗，不管人)","null","L家不知道是不是低球","groundzyy1","-","-","大概率不去","1-3月","猎头","1.538872571022E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=378166&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"似乎在25%左右","Greater Seattle Area","-","Zillow","博士","25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","FB， apple","IC (Individual Contributor 技术岗，不管人)","null","Zillow的不知道算不算低球包","groundzyy1","-","20k","在等match","1-3月","内推","1.538872572447E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=378193&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Microsoft","硕士","25 25 25 25","3-5年","在职跳槽","-","电路/电子/半导体类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","microsoft硬件","lapore","-","-","-","4-6月","猎头","1.538872574387E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=429380&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"NA","BayArea","alibaba","Apple","博士","25/25/25/25","3个月-1年","在职跳槽","good","码农类General","全职","3","alibaba","IC (Individual Contributor 技术岗，不管人)","null","果家标准包？","diyer","NA","NA","不去","1-3月","猎头","1.538872575065E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=400142&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","VMWare","硕士","1/4, 1/4, 1/4/,1/4","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","2","-","IC (Individual Contributor 技术岗，不管人)","null","VMware Full-time New Grad SE offer","fwb574","-","15000","去吧，没更好的","4-6月","内推","1.538872576562E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433410&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
