"AnnualRefresh","Area","CompanyAltName","CompanyName","Degree","EquitySchedule","Experience","ExperienceLevel","GreenCard","JobFunction","JobType","Level","OtherOffer","PositionType","PostTime","PostTitle","PostUser","PromotionPkg","RelocationFee","Satisfaction","Season","Source","SpiderTime","URL","Year","_type"
"-","BayArea","HUAWEI","-","硕士","None","<3个月短暂实习/全职","fresh grad应届毕业生","-","MachineLearningEng","合同工","-","还有一家startup的full-time offer，议价中","IC (Individual Contributor 技术岗，不管人)","null","国内大厂美国site contractor包","Shen.TT","-","-","-","7-9月","猎头","1.538872382522E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=439298&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"105000","BayArea","-","Uber","硕士","25% 25% 25% 25%","5-10年","在职跳槽","-","码农类General","全职","1","-","IC (Individual Contributor 技术岗，不管人)","null","Uber 老年包 求鉴定","codershunshun","-","-","-","7-9月","内推","1.538872382922E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=440362&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","25% first 6 month, 25% every year later","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","60","Citadel, 微软这个包的确打不过。。","IC (Individual Contributor 技术岗，不管人)","null","MSFT Intern Return Package + 感想","lordofone","-","暂时不清楚","不清楚","7-9月","实习ReturnOffer","1.538872384464E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438162&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2019","TrailItem"
"-","Greater New York Area","-","Amazon","本科","5/15/40/50","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","亚麻纽约offer","倒序浏览","-","-","-","7-9月","猎头","1.538872385873E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441321&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","博士","5/15/40/40","fresh grad 无实习/全职","在职跳槽","入职90天","码农类General","全职","4","N/A","IC (Individual Contributor 技术岗，不管人)","null","Amazon SDEI 包裹","cpu2225","-","Full Service / 10000","已签","7-9月","网上海投","1.538872386875E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441068&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","Jet","-","硕士","25 25 25 25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Jet return offer","daridk","-","-","-","7-9月","实习ReturnOffer","1.538872387479E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441239&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","博士","5yrs","3-5年","在职跳槽","-","码农类General","全职","63","Amazon","IC (Individual Contributor 技术岗，不管人)","null","Microsoft 63 offer","gigiwaiwai","-","-","No","1-3月","内推","1.538872387901E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=405502&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","4 yrs","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","amazon 10/31/2018入职 数据点 + timeline + 请教分组","Courtmouse","-","10k","yes","7-9月","网上海投","1.53887238843E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438956&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Lyft","硕士","25-25-25-25","3-5年","在职跳槽","-","分析|数据科学类","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","分享个Lyft Financial DA 侮辱人包裹","zliu26","-","4000","不去","4-6月","猎头","1.538872388468E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434432&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"110k","Greater Seattle Area","ddash, gg, oracle","Snapchat","硕士","25 x 4","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","SNAP L3标准包","co89757","-","-","pending","7-9月","猎头","1.538872388546E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441419&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","Audible","-","本科","1/3 3年完","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","有声书 return offer","Jayna17","-","[hide=120]15k[/hide]","-","7-9月","实习ReturnOffer","1.538872389269E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441219&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","25/25/25/25","5-10年","在职跳槽","-","码农类General","全职","61","-","IC (Individual Contributor 技术岗，不管人)","null","巨婴61","itgoujie2","-","13000 after tax","-","7-9月","猎头","1.538872390499E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441031&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","Infinera","-","博士","na","fresh grad 无实习/全职","fresh grad应届毕业生","-","电路/电子/半导体类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Infinera","kevin5345179","-","10k","-","7-9月","网上海投","1.538872391246E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441600&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Twitter","硕士","25/25/25/25","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Twitter一言难尽包","倒序浏览","-","N/A","-","4-6月","内推","1.538872392423E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=432026&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Southern California","Hulu","-","本科","70% vest 3年，30% 三年后按公司发展最多一次性给200%","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Hulu SR SWE LA包裹","lydia0824","-","-","-","7-9月","猎头","1.538872394683E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441744&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Indeed","本科","第四年开始才有","3-5年","在职跳槽","不知道","码农类General","全职","-","Amazon, Appzen等3个","IC (Individual Contributor 技术岗，不管人)","null","的确公司Senior SDE无敌Lowball，已拒","ryuichist","-","没有","不去，HR态度很差，包裹太lowball","1-3月","猎头","1.538872395729E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=343403&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","Oscar health","-","硕士","母鸡","<3个月短暂实习/全职","fresh grad应届毕业生","还不清楚。大概第一年之后可以","码农类General","全职","","-","-","null","Oscar health new grad","喜马拉雅疯子","-","-","打算去，","1-3月","内推","1.538872395752E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=228398&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","4","5-10年","在职跳槽","-","PM类","全职","64","FB,BCG","IC (Individual Contributor 技术岗，不管人)","null","MSFT BUSINESS PLANNING","myfabiano11","-","N/A","-","1-3月","内推","1.538872395987E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437200&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","入职时一次性给完，好吧这个似乎应该叫on hire stock。。。","3个月-1年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","来贡献个MS的新下限包","xiaohao2","-","10000","-","7-9月","猎头","1.538872396041E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=298787&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Southern California","Hulu","-","本科","1/3 1/3 13/","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","2","-","IC (Individual Contributor 技术岗，不管人)","null","hulu new grad return","zackyang233","-","-","-","7-9月","实习ReturnOffer","1.538872396247E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443021&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Nvidia","硕士","25/25/25/25","1-3年","在职跳槽","First Day","工程类","全职","-","Currently company base salary is around 150000","IC (Individual Contributor 技术岗，不管人)","null","Nvidia 自动驾驶","kumamonQAQ","-","-","Not sure","7-9月","内推","1.538872396527E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443276&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","美国其他地区","某传统制造业","-","硕士","N/A","1-3年","在职跳槽","-","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","俄亥俄村里传统企业","chztony","-","-","已工作","4-6月","猎头","1.53887239702E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=283368&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","-","Facebook","硕士","25/25/25/25","3-5年","在职跳槽","-","码农类General","全职","4","Google","IC (Individual Contributor 技术岗，不管人)","null","脸家5月generic码农包","hh821758","-","-","去了狗","4-6月","猎头","1.538872397055E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=429217&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Airbnb","本科","4 years","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","Google","IC (Individual Contributor 技术岗，不管人)","null","Airbnb New Grad (求建议)","Brian0129","-","11K","未定","10-12月","校园招聘会","1.538872397742E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=306647&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","-","Google","本科","4 yr","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Google 本科 new grad 包","倒序浏览","-","-","-","7-9月","网上海投","1.538872399503E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443002&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","monthly basis","1-3年","在职跳槽","-","码农类General","全职","60","-","IC (Individual Contributor 技术岗，不管人)","null","微软offer","Derek_Han","-","-","去","7-9月","内推","1.538872399688E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442424&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Amazon","本科","5-15-40-40","1-3年","在职跳槽","-","码农类General","全职","4","是目前的2.5.。。。","IC (Individual Contributor 技术岗，不管人)","null","亚麻SDET L4","helloterran","-","10k","已签字","7-9月","内推","1.538872399906E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=444124&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Linkedin","本科","25% 25% 25% 25%","3-5年","在职跳槽","-","码农类General","全职","-","current job, amazon","IC (Individual Contributor 技术岗，不管人)","null","领英包","guoguo8976","-","15000","-","1-3月","内推","1.538872401788E12","http://www.1point3acres.com/bbs/thread-440226-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","SalesForce","硕士","25% 1yr, then vest quarterly","5-10年","在职跳槽","-","码农类General","全职","-","MSFT, eBay","IC (Individual Contributor 技术岗，不管人)","null","賣力SMTS包裹","kinkon120","-","-","還不確定","4-6月","内推","1.538872401896E12","http://www.1point3acres.com/bbs/thread-426784-1-1.html","2018","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","NA","3-5年","在职跳槽","入职第一天","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Bloomberg 屌丝包","zaka634","-","Covered all expense + 1w rec + 1 month temp living place","不去","4-6月","网上海投","1.538872402584E12","http://www.1point3acres.com/bbs/thread-435549-1-1.html","2018","TrailItem"
"-","BayArea","-","Facebook","硕士","这啥","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","3","no","IC (Individual Contributor 技术岗，不管人)","null","报个FB爸爸return大包","这是一只小号喵","-","-","-","7-9月","实习ReturnOffer","1.538872402742E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=444360&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"0-34k","Greater Seattle Area","-","Microsoft","硕士","4 yrs，25% per yr","3-5年","在职跳槽","-","码农类General","全职","63","Oracle, etc.","IC (Individual Contributor 技术岗，不管人)","null","巨硬老年包，求建议","williamshyy","-","-","没想好","7-9月","猎头","1.53887240384E12","http://www.1point3acres.com/bbs/thread-439749-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Oracle","硕士","四年",">15年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Oracle IC4 包裹","hallelujah","-","-","-","7-9月","猎头","1.538872404156E12","http://www.1point3acres.com/bbs/thread-439339-1-1.html","2018","TrailItem"
"-","BayArea","-","VMWare","硕士","25% / year","3-5年","在职跳槽","?","FrontEndEng","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","VMware Senior MTS 包","aoisama","-","15000","已經在上班","4-6月","猎头","1.538872406216E12","http://www.1point3acres.com/bbs/thread-439379-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Facebook","硕士","4 year evenly","5-10年","在职跳槽","-","码农类General","全职","5","2 other top unicorn startup companies","IC (Individual Contributor 技术岗，不管人)","null","FB 5级包","倒序浏览","-","-","-","4-6月","网上海投","1.538872406347E12","http://www.1point3acres.com/bbs/thread-430982-1-1.html","2018","TrailItem"
"-","BayArea","Tesla","-","硕士","第一年25%, 之后quarter","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","-","有compete","IC (Individual Contributor 技术岗，不管人)","null","Tesla QA return offer","Miamiamiamia758","-","-","去","1-3月","校园招聘会","1.538872406586E12","http://www.1point3acres.com/bbs/thread-326823-1-1.html","2018","TrailItem"
"not sure","BayArea","-","Apple","硕士","every 6 months","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","3","无","IC (Individual Contributor 技术岗，不管人)","null","16年实习return offer","woshilxd912","-","-","去了","7-9月","实习ReturnOffer","1.538872406714E12","http://www.1point3acres.com/bbs/thread-437310-1-1.html","2016","TrailItem"
"-","Greater Seattle Area","-","Facebook","博士","25/25/25/25","1-3年","在职跳槽","-","MachineLearningEng","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","脸E4 mle","pippinn","-","-","考虑中","4-6月","猎头","1.538872407345E12","http://www.1point3acres.com/bbs/thread-428777-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","25/25/25/25","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Google new grad 标准包","lyt-09","-","-","去了","1-3月","内推","1.538872407692E12","http://www.1point3acres.com/bbs/thread-319147-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","1/48 ……","11-15年","在职跳槽","-","码农类General","全职","5","-","Manager","null","狗家T5 EM offer","explore","-","-","电话里直接拒了","7-9月","猎头","1.538872408253E12","http://www.1point3acres.com/bbs/thread-439346-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","4year","1-3年","在职跳槽","-","码农类General","全职","-","facebook","IC (Individual Contributor 技术岗，不管人)","null","微软社招","海中的荆棘鸟","-","-","不知道啊","4-6月","内推","1.538872408652E12","http://www.1point3acres.com/bbs/thread-389676-1-1.html","2018","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","-","3-5年","在职跳槽","-","码农类General","全职","0","-","IC (Individual Contributor 技术岗，不管人)","null","Insane BB offer","Rachel.5","-","-","no","1-3月","猎头","1.538872410516E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=363344","2018","TrailItem"
"-","Greater Seattle Area","Okta","-","硕士","25/25/25/25","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Okta Seattle","glorywine","-","-","-","4-6月","网上海投","1.53887241137E12","http://www.1point3acres.com/bbs/thread-392294-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","5yrs","1-3年","在职跳槽","-","码农类General","全职","","-","-","null","MS社招标准lowball包","shiningdong","-","12k","不去，已拒","10-12月","猎头","1.538872412109E12","http://www.1point3acres.com/bbs/thread-217902-1-1.html","2016","TrailItem"
"-","Greater Seattle Area","-","-","硕士","25","3-5年","在职跳槽","-","电路/电子/半导体类","全职","-","正在谈","IC (Individual Contributor 技术岗，不管人)","null","电子工程师的包裹 RSU是很少的","sennil","-","12000","-","7-9月","网上海投","1.53887241508E12","http://www.1point3acres.com/bbs/thread-431132-1-1.html","2018","TrailItem"
"-","BayArea","-","Facebook","本科","xxx","5-10年","在职跳槽","-","码农类General","全职","5","LinkedIn, Amazon","IC (Individual Contributor 技术岗，不管人)","null","FB E5","ssharry","-","xxx","-","1-3月","内推","1.53887241513E12","http://www.1point3acres.com/bbs/thread-363293-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Expedia","博士","0/30/30/40","1-3年","在职跳槽","-","分析|数据科学类","全职","2","casual","IC (Individual Contributor 技术岗，不管人)","null","seattle转行DS2包裹","codon","-","-","打算","7-9月","网上海投","1.538872415453E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438294&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","25, 6.25, ...","1-3年","在职跳槽","onboard开始","码农类General","全职","61","同时面了微软两个组，都有offer，但要先选组后谈，所以不算compete","IC (Individual Contributor 技术岗，不管人)","null","巨硬普通包","swtc","-","15k","去","7-9月","网上海投","1.53887241572E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437731&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","国内其他地区","华为","-","博士","na","5-10年","在职跳槽","-","Other","全职","20","Amazon Lab 126","Other","null","非典型性offer-华为深圳20级","bigbird13","-","说是包括在签证费里了","No","10-12月","猎头","1.538872415986E12","http://www.1point3acres.com/bbs/thread-306003-1-1.html","2017","TrailItem"
"None","Greater New York Area","Oscar Insurance","-","硕士","4 yr 25% each year","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Oscar保险","pbdpbd123","-","-","-","7-9月","猎头","1.538872416099E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438358&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","IBM","-","硕士","-","1-3年","fresh grad应届毕业生","先抽h1b","分析|数据科学类","全职","7","-","IC (Individual Contributor 技术岗，不管人)","null","IBM STRATEGY CONSULTANT","lizzh03","-","2000","去","10-12月","Other","1.53887241822E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=357321&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","-","Facebook","博士","25%*4","<3个月短暂实习/全职","fresh grad应届毕业生","-","MachineLearningEng","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","FB PhD Return 全职","albers","-","-","-","7-9月","实习ReturnOffer","1.538872418329E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437618&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Airbnb","博士","25/25/25/25","5-10年","在职跳槽","-","分析|数据科学类","全职","5","Facebook Netflix Uber","IC (Individual Contributor 技术岗，不管人)","null","气床 l5 offer","jybxahu","-","-","maybe","4-6月","内推","1.538872418354E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=281921&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"-","BayArea","-","Microsoft","硕士","3.5 years","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","巨硬return包","qwt185","-","5000","-","7-9月","实习ReturnOffer","1.53887241843E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437621&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","博士","25*4","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","4","L","IC (Individual Contributor 技术岗，不管人)","null","FB research scientist - ML","2222","-","25K","Y","4-6月","内推","1.538872419376E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=405038&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"60K（target annual refresh)","Greater New York Area","沃尔玛 一个孵化器项目","-","硕士","25 25 25 25","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","放个包，求大家给意见。","pbdpbd123","-","-","低于现在。。。准备有其他offer后慢慢“商量”","7-9月","猎头","1.538872421819E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434171&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","DC","Capital One","-","博士","-","1-3年","在职跳槽","-","统计类","全职","-","citi 120000","IC (Individual Contributor 技术岗，不管人)","null","发一个capital one offer","boboUCI","-","7500","满意 准备去","4-6月","网上海投","1.538872423274E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=431007&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","netflix","Facebook","硕士","25, 25, 25, 25","3-5年","在职跳槽","-","码农类General","全职","-","有netflix，twitter， pinterest offer","IC (Individual Contributor 技术岗，不管人)","null","求比较netflix和脸书offer","倒序浏览","-","n/a","TBD","7-9月","内推","1.538872423298E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436036&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","博士","5% 15% 40% 40%","3-5年","在职跳槽","已有綠卡","码农类General","全职","-","Microsoft","IC (Individual Contributor 技术岗，不管人)","null","Amazon正常包 還有空間嗎？","cchen93","-","1W","考慮中","7-9月","猎头","1.538872423373E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438167&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"9K","Greater Seattle Area","-","Microsoft","硕士","25%","3个月-1年","在职跳槽","-","码农类General","全职","60","木有","IC (Individual Contributor 技术岗，不管人)","null","抖个软家包袱","619899442","-","13.5K","去","4-6月","猎头","1.538872424364E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436467&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","硕士","25%","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","fb return offer","284ck6","-","-","-","1-3月","实习ReturnOffer","1.538872428192E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437755&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2019","TrailItem"
"-","美国其他地区","Ohio中小型IT公司","-","硕士","-","<3个月短暂实习/全职","fresh grad应届毕业生","抽到H1B之后","分析|数据科学类","全职","","-","-","null","OH小公司DS职位","chztony","-","-","已在工作","10-12月","实习ReturnOffer","1.538872429344E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=179818&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"-","BayArea","sam's club","-","硕士","-","<3个月短暂实习/全职","fresh grad应届毕业生","-","DataEng","全职","2","-","IC (Individual Contributor 技术岗，不管人)","null","sam's club 湾区包求分析","dlwlrma","-","-","-","7-9月","网上海投","1.538872429668E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438435&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Twitter","本科","4 years","1-3年","在职跳槽","入职后立即办理","码农类General","全职","1","MS","IC (Individual Contributor 技术岗，不管人)","null","Twitter SDEI 还可以的package","yuz044","-","-","去","1-3月","内推","1.538872429743E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=408907&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Nvidia","本科","25/25/25/25","11-15年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","nVidia Offer","qmo","-","-","-","7-9月","内推","1.5388724301E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438535&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","硕士","25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","3","-","IC (Individual Contributor 技术岗，不管人)","null","fb sde return offer","MixtapE","-","10K","打算签了 面不动不想再面了","1-3月","实习ReturnOffer","1.538872430336E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438373&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2019","TrailItem"
"-","BayArea","-","VMWare","硕士","4yr","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Vmware propel 诚意包","LaussTsuai","-","15k","-","1-3月","内推","1.538872430596E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=337527&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","Quip","-","硕士","25%*4","3-5年","在职跳槽","90 days","码农类General","全职","4","Google","IC (Individual Contributor 技术岗，不管人)","null","Quip正常包","zldzenas","-","-","去","7-9月","猎头","1.538872430868E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438485&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","5/15/40/40","3-5年","在职跳槽","day1","码农类General","全职","5","-","IC (Individual Contributor 技术岗，不管人)","null","亚马逊L5包裹","海拔2纳米","-","-","去","4-6月","猎头","1.53887243095E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=432507&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
