Data,DataType,PostID 
100000,SignBonus,304960
300000,Equity,304960
160000,BaseSalary,304960
SDE,Title,304960
15%,YearlyBonus,307570
10000,SignBonus,307570
40000,Equity,307570
109000,BaseSalary,307570
Data Scientist,Title,307570
,YearlyBonus,307680
,SignBonus,307680
,Equity,307680
,BaseSalary,307680
,Title,307680
-,YearlyBonus,305210
25k,SignBonus,305210
100k,Equity,305210
140k,BaseSalary,305210
-,Title,305210
0,YearlyBonus,308093
30 k,SignBonus,308093
105k,Equity,308093
140k,BaseSalary,308093
software engineering,Title,308093
20%,YearlyBonus,305442
40k,SignBonus,305442
75k,Equity,305442
132000,BaseSalary,305442
software engineer,Title,305442
10% cash,YearlyBonus,308014
0,SignBonus,308014
1500shares,Equity,308014
140000,BaseSalary,308014
Integration/ETL Architect,Title,308014
Still discussing,YearlyBonus,289097
0,SignBonus,289097
150K/4years,Equity,289097
150K,BaseSalary,289097
Senior Software Engineer,Title,289097
NA,YearlyBonus,235792
20k,SignBonus,235792
600 units,Equity,235792
165k,BaseSalary,235792
Sr,Title,235792
15%,YearlyBonus,307994
30K,SignBonus,307994
140K,Equity,307994
136K,BaseSalary,307994
Software Engineer,Title,307994
N/A,YearlyBonus,302840
10000,SignBonus,302840
150000,Equity,302840
125000,BaseSalary,302840
5%-10%,YearlyBonus,307922
SDE,Title,302840
40k,SignBonus,307922
150k,Equity,307922
125k,BaseSalary,307922
10%,YearlyBonus,309288
new grad,Title,307922
无,SignBonus,309288
不知,Equity,309288
125000,BaseSalary,309288
Senior,Title,309288
depends,YearlyBonus,307760
0!!!!,SignBonus,307760
100K,Equity,307760
115K,BaseSalary,307760
data mining engineer,Title,307760
N/A,YearlyBonus,302640
30000,SignBonus,302640
32000 Option,Equity,302640
135000,BaseSalary,302640
Software Engineer,Title,302640
2%~4% (cash or stock or salary increase形式),YearlyBonus,307386
25K,SignBonus,307386
70K,Equity,307386
108K,BaseSalary,307386
new grad,Title,307386
10%,YearlyBonus,299239
10K,SignBonus,299239
100K,Equity,299239
130K,BaseSalary,299239
Software Engineer,Title,299239
10%,YearlyBonus,308621
10000,SignBonus,308621
N/A,Equity,308621
100000,BaseSalary,308621
SDE,Title,308621
15%,YearlyBonus,304309
20000,SignBonus,304309
100000,Equity,304309
120000,BaseSalary,304309
new grad,Title,304309
15%,YearlyBonus,304777
25000,SignBonus,304777
485000,Equity,304777
150000,BaseSalary,304777
SDE,Title,304777
10%,YearlyBonus,308053
25000,SignBonus,308053
150000,Equity,308053
110000,BaseSalary,308053
SDE,Title,308053
15%,YearlyBonus,307932
100k,SignBonus,307932
275k,Equity,307932
136k,BaseSalary,307932
software engineer,Title,307932
Target bonus 10%,YearlyBonus,195358
50000,SignBonus,195358
400K worth of RSU,Equity,195358
180000,BaseSalary,195358
Senior Software Engineer,Title,195358
无,YearlyBonus,308570
10k,SignBonus,308570
250k,Equity,308570
140k,BaseSalary,308570
data scientist,Title,308570
0,YearlyBonus,300899
26k + 25K,SignBonus,300899
80K,Equity,300899
100K,BaseSalary,300899
sdeI,Title,300899
0,YearlyBonus,305764
30000,SignBonus,305764
6000,Equity,305764
190000,BaseSalary,305764
SWE,Title,305764
0,YearlyBonus,305095
18000 * 2 Year,SignBonus,305095
16000,Equity,305095
130000,BaseSalary,305095
IT SDE I,Title,305095
0,YearlyBonus,304022
0,SignBonus,304022
40000,Equity,304022
130k,BaseSalary,304022
SDE WEB,Title,304022
stock形式 不确定,YearlyBonus,308304
15k,SignBonus,308304
9600 * 17 = 163k,Equity,308304
140k,BaseSalary,308304
new grad,Title,308304
-,YearlyBonus,307583
none,SignBonus,307583
25000 stock options (HR 是说价值100K，emmmm),Equity,307583
132000,BaseSalary,307583
Entry Level Software Engineer,Title,307583
10%~15%,YearlyBonus,307780
50K,SignBonus,307780
250K,Equity,307780
175K,BaseSalary,307780
IC4,Title,307780
10,YearlyBonus,287957
15000,SignBonus,287957
60000,Equity,287957
120000,BaseSalary,287957
Application Engineer,Title,287957
27550,YearlyBonus,309122
20000,SignBonus,309122
1% RSU,Equity,309122
110000,BaseSalary,309122
Full Stack Development Lead,Title,309122
15%,YearlyBonus,305484
40k,SignBonus,305484
130k,Equity,305484
120k,BaseSalary,305484
L3,Title,305484
10-15%记不清了,YearlyBonus,297960
30k,SignBonus,297960
200k,Equity,297960
140k,BaseSalary,297960
SDE,Title,297960
还没拿到offer letter,YearlyBonus,309302
40k,SignBonus,309302
130k,Equity,309302
130k,BaseSalary,309302
SDE,Title,309302
4~12个月工资不等,YearlyBonus,198492
没有,SignBonus,198492
3000,Equity,198492
40万,BaseSalary,198492
P7,Title,198492
10% =&gt; 1.15,YearlyBonus,249489
1.5,SignBonus,249489
500000 options/4yr,Equity,249489
115000,BaseSalary,249489
sde,Title,249489
没细说 大概refresh会很多,YearlyBonus,308966
50k,SignBonus,308966
150k,Equity,308966
130,BaseSalary,308966
SDE  IC3 吧 不太懂 估计相当于SDE2,Title,308966
-,YearlyBonus,305141
-,SignBonus,305141
-,Equity,305141
-,BaseSalary,305141
SDE,Title,305141
0,YearlyBonus,282837
25k,SignBonus,282837
3500 RSU (估值105一股，大概360k),Equity,282837
165k,BaseSalary,282837
Software Engineer,Title,282837
15%,YearlyBonus,287866
50000,SignBonus,287866
375,Equity,287866
145000,BaseSalary,287866
Software,Title,287866
10-30%，一般20%,YearlyBonus,302553
2w,SignBonus,302553
12w,Equity,302553
120k,BaseSalary,302553
SDE,Title,302553
15%,YearlyBonus,309085
0,SignBonus,309085
130,Equity,309085
95k,BaseSalary,309085
T3 SWE,Title,309085
15%,YearlyBonus,279503
0,SignBonus,279503
125k,Equity,279503
165k,BaseSalary,279503
smts,Title,279503
100000 RMB,YearlyBonus,193231
40000 RMB,SignBonus,193231
0,Equity,193231
400000 RMB,BaseSalary,193231
Senior Software Engineer,Title,193231
25k,YearlyBonus,301756
0,SignBonus,301756
0,Equity,301756
125k,BaseSalary,301756
Associate,Title,301756
10%,YearlyBonus,296338
80k,SignBonus,296338
200k,Equity,296338
180k,BaseSalary,296338
senior engineer,Title,296338
10%,YearlyBonus,307931
100k,SignBonus,307931
240k,Equity,307931
140k,BaseSalary,307931
software engineer,Title,307931
N/A,YearlyBonus,309946
35k,SignBonus,309946
80k,Equity,309946
160000,BaseSalary,309946
N/A,Title,309946
15%,YearlyBonus,310342
20k,SignBonus,310342
190k,Equity,310342
120k,BaseSalary,310342
Software Engineer,Title,310342
not sure,YearlyBonus,310343
20k,SignBonus,310343
200k,Equity,310343
130k,BaseSalary,310343
Software Engineer,Title,310343
&lt;20%,YearlyBonus,291241
25k+5k(acceptance bonus),SignBonus,291241
"120,000",Equity,291241
108k,BaseSalary,291241
SDE,Title,291241
0,YearlyBonus,289218
20k/20k,SignBonus,289218
15k,Equity,289218
130k,BaseSalary,289218
sde,Title,289218
0.8k,YearlyBonus,297240
0,SignBonus,297240
0,Equity,297240
119k,BaseSalary,297240
entry level,Title,297240
15%,YearlyBonus,305109
50,SignBonus,305109
180,Equity,305109
130,BaseSalary,305109
Application Engineer,Title,305109
5-10%,YearlyBonus,301063
50000,SignBonus,301063
105000,Equity,301063
148000,BaseSalary,301063
Hardware Engineer,Title,301063
15%,YearlyBonus,303986
0,SignBonus,303986
235k,Equity,303986
140k,BaseSalary,303986
T3,Title,303986
depends,YearlyBonus,309039
0,SignBonus,309039
6500 shares,Equity,309039
142k,BaseSalary,309039
?,Title,309039
15%,YearlyBonus,309303
25k,SignBonus,309303
100k,Equity,309303
120k,BaseSalary,309303
SDE,Title,309303
0,YearlyBonus,309942
40k + 30k,SignBonus,309942
118,Equity,309942
150k,BaseSalary,309942
SDEII,Title,309942
10%,YearlyBonus,308736
50000,SignBonus,308736
300000,Equity,308736
160000,BaseSalary,308736
E4,Title,308736
0,YearlyBonus,204047
0,SignBonus,204047
"10,000",Equity,204047
"135,000",BaseSalary,204047
Software Engineer,Title,204047
13%,YearlyBonus,166365
10k,SignBonus,166365
25k,Equity,166365
125k,BaseSalary,166365
Software Engineer,Title,166365
30k + 20k,YearlyBonus,309197
Not really,SignBonus,309197
80K,Equity,309197
131K,BaseSalary,309197
Data Scientist,Title,309197
target 40k,YearlyBonus,309741
0,SignBonus,309741
8950 share,Equity,309741
145k,BaseSalary,309741
SE II,Title,309741
NA,YearlyBonus,307022
20k,SignBonus,307022
2800 share,Equity,307022
120k,BaseSalary,307022
Software Engineer,Title,307022
0 to 20 %,YearlyBonus,309495
15000,SignBonus,309495
70000,Equity,309495
108000,BaseSalary,309495
1,Title,309495
不清楚,YearlyBonus,174534
0,SignBonus,174534
32500,Equity,174534
120000,BaseSalary,174534
"software engineer, new grad",Title,174534
0,YearlyBonus,306120
25k,SignBonus,306120
25000 shares * $6+/share,Equity,306120
125k,BaseSalary,306120
?,Title,306120
10%,YearlyBonus,309198
20k,SignBonus,309198
30k,Equity,309198
112k,BaseSalary,309198
Software Engineer 1,Title,309198
80K target,YearlyBonus,215742
50K,SignBonus,215742
0,Equity,215742
150K,BaseSalary,215742
Quantitative Research Analyst,Title,215742
2w，20%的cash,YearlyBonus,310105
0,SignBonus,310105
4200RSU/4 year,Equity,310105
118,BaseSalary,310105
sde1,Title,310105
up to 20%,YearlyBonus,302268
25k,SignBonus,302268
$40K,Equity,302268
140K,BaseSalary,302268
DS2,Title,302268
No,YearlyBonus,310556
29k + 26k,SignBonus,310556
74k,Equity,310556
SDE I,Title,310556
20%,YearlyBonus,291083
123k,BaseSalary,310556
0,SignBonus,291083
0,Equity,291083
90k,BaseSalary,291083
analyst,Title,291083
-,YearlyBonus,297918
20k,SignBonus,297918
100k,Equity,297918
120k,BaseSalary,297918
data mining engineer,Title,297918
N/A,YearlyBonus,310147
15k,SignBonus,310147
55k shares options,Equity,310147
125k,BaseSalary,310147
Software Engineer,Title,310147
N/A,YearlyBonus,307036
10k,SignBonus,307036
7500 ISO,Equity,307036
120k,BaseSalary,307036
Software Engineer,Title,307036
50k + 10% (target),YearlyBonus,310248
25k,SignBonus,310248
N/A,Equity,310248
165k,BaseSalary,310248
Sr AI Scientist,Title,310248
-,YearlyBonus,310284
26k+21k,SignBonus,310284
65k,Equity,310284
112k,BaseSalary,310284
firmware,Title,310284
10%,YearlyBonus,305658
15w,Equity,305658
10w,SignBonus,305658
11.5w,BaseSalary,305658
new grad,Title,305658
可能会变,YearlyBonus,309480
0,SignBonus,309480
10200 share,Equity,309480
147k,BaseSalary,309480
software engineer,Title,309480
/,YearlyBonus,307482
/,SignBonus,307482
/,Equity,307482
4000/2 week,BaseSalary,307482
Software Engineer (Summer Intern),Title,307482
it's complicated,YearlyBonus,303733
0,SignBonus,303733
780000,Equity,303733
176000,BaseSalary,303733
Software Engineer,Title,303733
10%,YearlyBonus,310616
40K,SignBonus,310616
300K,Equity,310616
175K,BaseSalary,310616
senior 码工,Title,310616
0,YearlyBonus,302100
25k+23k,SignBonus,302100
65股,Equity,302100
100k 加币,BaseSalary,302100
SDEI,Title,302100
20%,YearlyBonus,310640
75k,SignBonus,310640
150k,Equity,310640
155k,BaseSalary,310640
Applied Scientist,Title,310640
15%,YearlyBonus,312813
20000,SignBonus,312813
250000,Equity,312813
130000,BaseSalary,312813
T3,Title,312813
0,YearlyBonus,306214
36k+31k,SignBonus,306214
65k,Equity,306214
112k,BaseSalary,306214
SDE I,Title,306214
木,YearlyBonus,312815
木,SignBonus,312815
木,Equity,312815
103k,BaseSalary,312815
Research Intern,Title,312815
N/A,SignBonus,310592
don't know,YearlyBonus,310592
N/A,Equity,310592
110k,BaseSalary,310592
Front End,Title,310592
27000,YearlyBonus,311868
0,SignBonus,311868
0,Equity,311868
163000,BaseSalary,311868
Senior,Title,311868
10%,YearlyBonus,176626
10000,SignBonus,176626
120000/4 years,Equity,176626
130000,BaseSalary,176626
Data Scientist,Title,176626
15%,YearlyBonus,297476
15k,SignBonus,297476
215000,Equity,297476
140000,BaseSalary,297476
QA,Title,297476
n.a.,YearlyBonus,311481
0,SignBonus,311481
10000 RSUs,Equity,311481
140000,BaseSalary,311481
DS II,Title,311481
depends,YearlyBonus,311737
1,SignBonus,311737
0,Equity,311737
11,BaseSalary,311737
SDE,Title,311737
[hide=188]12%[/hide],YearlyBonus,311735
[hide=188]10000[/hide],SignBonus,311735
NA,Equity,311735
[hide=188]100000[/hide],BaseSalary,311735
software engineer,Title,311735
36000 软妹币,YearlyBonus,311433
0,SignBonus,311433
0,Equity,311433
216000 软妹币,BaseSalary,311433
不知道,Title,311433
15k,YearlyBonus,301650
15k,SignBonus,301650
n/a,Equity,301650
135k,BaseSalary,301650
software engineer,Title,301650
15000,YearlyBonus,303358
-,Equity,303358
10000,SignBonus,303358
1350000,BaseSalary,303358
SDE,Title,303358
68000 50000,SignBonus,311645
N/A,YearlyBonus,311645
150k,Equity,311645
162k,BaseSalary,311645
SDE2,Title,311645
也没提,YearlyBonus,178883
"10,000",SignBonus,178883
没提就,Equity,178883
"80,000",BaseSalary,178883
SDE,Title,178883
15%,YearlyBonus,170798
0,SignBonus,170798
250RSU/4yr,Equity,170798
105k,BaseSalary,170798
SWE1,Title,170798
40k,SignBonus,307137
140k,BaseSalary,307137
110k,Equity,307137
unknown,YearlyBonus,307137
-,Title,307137
0~20%,YearlyBonus,311239
20K + 20K,SignBonus,311239
75K,Equity,311239
130K,BaseSalary,311239
SDE,Title,311239
7.5% base,YearlyBonus,311336
30k,SignBonus,311336
60k,Equity,311336
115k,BaseSalary,311336
Graduate Developer,Title,311336
Nope,YearlyBonus,303180
42k + 38k,SignBonus,303180
145,Equity,303180
160k,BaseSalary,303180
Research Scientist,Title,303180
10% of base,YearlyBonus,305080
50k,SignBonus,305080
300k,Equity,305080
170k,BaseSalary,305080
Senior,Title,305080
-,YearlyBonus,310459
-,SignBonus,310459
-,Equity,310459
375k,BaseSalary,310459
Senior Software Engineer,Title,310459
16%,YearlyBonus,307541
2w,SignBonus,307541
8000 shares,Equity,307541
115k,BaseSalary,307541
New Grad,Title,307541
0,YearlyBonus,311989
0,SignBonus,311989
200K,Equity,311989
150K,BaseSalary,311989
SE,Title,311989
55K(20% cash，其它RSU),YearlyBonus,311990
0,SignBonus,311990
18K RSU,Equity,311990
180K,BaseSalary,311990
Senior SE,Title,311990
10%,YearlyBonus,303534
30k,SignBonus,303534
50k,Equity,303534
125k,BaseSalary,303534
SDE1,Title,303534
10%,YearlyBonus,311848
10000,SignBonus,311848
2000,Equity,311848
130000,BaseSalary,311848
ic4,Title,311848
0,YearlyBonus,312555
5k,SignBonus,312555
2000 stock shares,Equity,312555
125K,BaseSalary,312555
level 2 software engineer,Title,312555
15%,YearlyBonus,294483
20K,SignBonus,294483
180K,Equity,294483
140K,BaseSalary,294483
SDE,Title,294483
10%,YearlyBonus,312265
75,SignBonus,312265
300,Equity,312265
145,BaseSalary,312265
SWE,Title,312265
depends,YearlyBonus,213063
-,SignBonus,213063
60k,Equity,213063
Entry Level,Title,213063
100k,BaseSalary,213063
0,YearlyBonus,310097
70K,SignBonus,310097
89,Equity,310097
130K,BaseSalary,310097
Data scientist,Title,310097
N/A,YearlyBonus,308801
10k,SignBonus,308801
4 basis points,Equity,308801
120k,BaseSalary,308801
Software Engineer,Title,308801
40000,YearlyBonus,311937
-,SignBonus,311937
-,Equity,311937
145000,BaseSalary,311937
associate,Title,311937
0,YearlyBonus,308688
25k,SignBonus,308688
~550k,Equity,308688
155k,BaseSalary,308688
4,Title,308688
15%,YearlyBonus,311985
15K,SignBonus,311985
50K,Equity,311985
135K,BaseSalary,311985
SDE2,Title,311985
0-30%,YearlyBonus,311947
25k,SignBonus,311947
80k,Equity,311947
135000,BaseSalary,311947
SDE II,Title,311947
0,YearlyBonus,311954
0,SignBonus,311954
300,Equity,311954
120000,BaseSalary,311954
not sure,Title,311954
Depends,YearlyBonus,289423
35k,SignBonus,289423
n/a,Equity,289423
100K,BaseSalary,289423
Analyst,Title,289423
10%,YearlyBonus,306827
5000,SignBonus,306827
2000 options,Equity,306827
115k,BaseSalary,306827
Software Engineer,Title,306827
no,YearlyBonus,314374
10k,SignBonus,314374
5000,Equity,314374
150k,BaseSalary,314374
data scientiest,Title,314374
10%,YearlyBonus,315248
20k,SignBonus,315248
200k,Equity,315248
130k,BaseSalary,315248
E1,Title,315248
-,YearlyBonus,309785
40k,SignBonus,309785
600k,Equity,309785
175,BaseSalary,309785
SDE,Title,309785
25K,YearlyBonus,312673
n/a,SignBonus,312673
n/a,Equity,312673
155K,BaseSalary,312673
Senior Software Engineer,Title,312673
10-20%,YearlyBonus,297952
50000,SignBonus,297952
393750,Equity,297952
150000,BaseSalary,297952
Data Scientist - Algorithms,Title,297952
7.5%,YearlyBonus,289080
30K,SignBonus,289080
275K,Equity,289080
145K,BaseSalary,289080
SWE II,Title,289080
0-20%,YearlyBonus,313050
60K,SignBonus,313050
200K,Equity,313050
160K,BaseSalary,313050
码农,Title,313050
0,YearlyBonus,311386
50+41,SignBonus,311386
145k,Equity,311386
145k,BaseSalary,311386
L5,Title,311386
10%,YearlyBonus,311378
40k,SignBonus,311378
240k,Equity,311378
150k,BaseSalary,311378
Software Engineer,Title,311378
15%,YearlyBonus,299173
50k,SignBonus,299173
355k,Equity,299173
135k,BaseSalary,299173
SWE,Title,299173
0,YearlyBonus,311945
15000,SignBonus,311945
1400,Equity,311945
120000,BaseSalary,311945
member of technical staff,Title,311945
0,YearlyBonus,306260
20k,SignBonus,306260
$600k,Equity,306260
135k,BaseSalary,306260
Software Engineer,Title,306260
15%,YearlyBonus,313778
75k,SignBonus,313778
155k,Equity,313778
120k,BaseSalary,313778
SDE,Title,313778
20% max,YearlyBonus,301594
25k,SignBonus,301594
120k,Equity,301594
108k,BaseSalary,301594
SDE,Title,301594
8000,YearlyBonus,305669
N/A,SignBonus,305669
N/A,Equity,305669
104K,BaseSalary,305669
senior data scientist,Title,305669
0,YearlyBonus,302762
0,SignBonus,302762
82K,Equity,302762
100K,BaseSalary,302762
SDE,Title,302762
10%,YearlyBonus,313272
NA,SignBonus,313272
2000 RSU,Equity,313272
11000,BaseSalary,313272
UX Designer,Title,313272
没看见,YearlyBonus,310646
15k,SignBonus,310646
22k,Equity,310646
100k,BaseSalary,310646
SDE,Title,310646
15%,YearlyBonus,312284
30000,SignBonus,312284
30000,Equity,312284
160000,BaseSalary,312284
Sr. Data Scientist,Title,312284
10%,YearlyBonus,304488
25k,SignBonus,304488
150k,Equity,304488
115k,BaseSalary,304488
E3,Title,304488
16%,YearlyBonus,312926
20000,SignBonus,312926
20000,Equity,312926
140000,BaseSalary,312926
SRE,Title,312926
10%,YearlyBonus,315007
13k + 13k,SignBonus,315007
0,Equity,315007
100k,BaseSalary,315007
Software Engineer,Title,315007
.,YearlyBonus,314998
.,SignBonus,314998
19000,Equity,314998
118000,BaseSalary,314998
DS 1,Title,314998
0,SignBonus,307731
10%,YearlyBonus,307731
28000,Equity,307731
130000,BaseSalary,307731
Senior,Title,307731
7.5% Base,YearlyBonus,314697
20000,SignBonus,314697
180000,Equity,314697
137000,BaseSalary,314697
Machine Learning Engineer,Title,314697
base salary,YearlyBonus,289104
15k,SignBonus,289104
336k,Equity,289104
155,BaseSalary,289104
SDE,Title,289104
20%,YearlyBonus,301698
15k,SignBonus,301698
50k,Equity,301698
130k,BaseSalary,301698
SDEII,Title,301698
10%,YearlyBonus,312697
0,SignBonus,312697
25000,Equity,312697
130k,BaseSalary,312697
sde new grad,Title,312697
8%,YearlyBonus,314664
pending,SignBonus,314664
40k,Equity,314664
130k,BaseSalary,314664
SMTS I,Title,314664
12%,YearlyBonus,314687
45000,SignBonus,314687
150000,Equity,314687
150000,BaseSalary,314687
MTS,Title,314687
10%,YearlyBonus,314416
30000,SignBonus,314416
260000,Equity,314416
155000,BaseSalary,314416
senior data scientist,Title,314416
15%,YearlyBonus,313122
10K,SignBonus,313122
8600,Equity,313122
120K,BaseSalary,313122
Software Engineer I,Title,313122
not sure,YearlyBonus,312647
10,SignBonus,312647
50,Equity,312647
~110,BaseSalary,312647
software engineer,Title,312647
12%,YearlyBonus,234077
25k,SignBonus,234077
80k,Equity,234077
120k,BaseSalary,234077
MTS,Title,234077
10-15%,YearlyBonus,314068
40k,SignBonus,314068
240k,Equity,314068
150k,BaseSalary,314068
entry,Title,314068
15%,YearlyBonus,309463
30k,SignBonus,309463
150k,Equity,309463
136k,BaseSalary,309463
SDE,Title,309463
10%,YearlyBonus,313615
40k,SignBonus,313615
250k,Equity,313615
155k,BaseSalary,313615
swe,Title,313615
10%,YearlyBonus,312286
20k,SignBonus,312286
500k,Equity,312286
180k,BaseSalary,312286
senior,Title,312286
0-20%,YearlyBonus,316153
10k,SignBonus,316153
15k,Equity,316153
106k,BaseSalary,316153
software engineer,Title,316153
10% - 15%,YearlyBonus,226014
10000,SignBonus,226014
50000 shares,Equity,226014
120k,BaseSalary,226014
Software Engineer,Title,226014
15%,YearlyBonus,311156
0,Equity,311156
140000,BaseSalary,311156
AD,Title,311156
0,YearlyBonus,314478
50k,SignBonus,314478
100k,Equity,314478
150k,BaseSalary,314478
sde,Title,314478
15%,YearlyBonus,310456
1w,SignBonus,310456
5w,Equity,310456
12.7w,BaseSalary,310456
Software Engineer,Title,310456
大概40K,YearlyBonus,304254
40K,SignBonus,304254
0,Equity,304254
125K,BaseSalary,304254
Associate,Title,304254
0,YearlyBonus,301408
0,SignBonus,301408
170000,Equity,301408
170000,BaseSalary,301408
SDE,Title,301408
depends,YearlyBonus,308687
25k,SignBonus,308687
70k,Equity,308687
108k,BaseSalary,308687
SDE entry level,Title,308687
0,YearlyBonus,286389
0,SignBonus,286389
20000,Equity,286389
100000 cad,BaseSalary,286389
Software Engineer 3,Title,286389
10%,YearlyBonus,279699
25k,SignBonus,279699
80000,Equity,279699
138000,BaseSalary,279699
DS II,Title,279699
20%,YearlyBonus,315811
40K,SignBonus,315811
40K per year,Equity,315811
144K,BaseSalary,315811
Analytics,Title,315811
n/a,YearlyBonus,293412
20k,SignBonus,293412
2800,Equity,293412
123k,BaseSalary,293412
SDE new grad,Title,293412
15%,YearlyBonus,314684
75000,SignBonus,314684
200000,Equity,314684
140000,BaseSalary,314684
E,Title,314684
-,YearlyBonus,306095
30000,SignBonus,306095
5200 shares,Equity,306095
125000,BaseSalary,306095
Application Engineer,Title,306095
10% no promised,YearlyBonus,249908
10k,SignBonus,249908
80k,Equity,249908
125k,BaseSalary,249908
senior,Title,249908
Undefined,YearlyBonus,189486
20k,SignBonus,189486
50k,Equity,189486
110k,BaseSalary,189486
ii,Title,189486
refresher based on performance,YearlyBonus,294379
0,SignBonus,294379
option worth 950k based on current growth (recruiter说的大饼),Equity,294379
165k,BaseSalary,294379
SDE,Title,294379
10%,YearlyBonus,303423
20000,SignBonus,303423
$100000 option,Equity,303423
135000,BaseSalary,303423
Data engineer,Title,303423
0,YearlyBonus,315677
50 50,SignBonus,315677
15w,Equity,315677
14.5w,BaseSalary,315677
SDE III,Title,315677
0,YearlyBonus,315511
0,SignBonus,315511
30000,Equity,315511
125k,BaseSalary,315511
Data Scientist,Title,315511
15%,YearlyBonus,218614
20000,SignBonus,218614
220,Equity,218614
115000,BaseSalary,218614
SWE 3,Title,218614
,YearlyBonus,315451
,SignBonus,315451
,Equity,315451
,BaseSalary,315451
,Title,315451
10%,YearlyBonus,201031
"20,000",SignBonus,201031
"175,000",Equity,201031
"130,000",BaseSalary,201031
"Software engineer, machine learning and data mining",Title,201031
0,YearlyBonus,215624
0,SignBonus,215624
0,Equity,215624
9000/month,BaseSalary,215624
没级别？,Title,215624
没问,YearlyBonus,316786
40,SignBonus,316786
275,Equity,316786
155,BaseSalary,316786
senior software engineer？？,Title,316786
n/a,YearlyBonus,309844
20k,SignBonus,309844
0,Equity,309844
115k,BaseSalary,309844
senior consultant,Title,309844
20%,YearlyBonus,311382
40000,SignBonus,311382
75000,Equity,311382
132000,BaseSalary,311382
DS2,Title,311382
15%,YearlyBonus,316246
10K,SignBonus,316246
10K value of stock per year,Equity,316246
145K,BaseSalary,316246
Sr Data Scientist,Title,316246
25k,SignBonus,304801
10%,YearlyBonus,304801
150k,Equity,304801
110k,BaseSalary,304801
40000,YearlyBonus,311742
Production Engineer,Title,304801
0,SignBonus,311742
8000,Equity,311742
140000,BaseSalary,311742
level 4,Title,311742
7.5%,YearlyBonus,293616
15000,SignBonus,293616
10000 shares,Equity,293616
160000,BaseSalary,293616
Software Engineer II,Title,293616
10%,YearlyBonus,296179
None,SignBonus,296179
12000 股  (大约198k?),Equity,296179
145000,BaseSalary,296179
Software Engineer (具体Level不是很清楚),Title,296179
None,YearlyBonus,316372
15k,SignBonus,316372
200k,Equity,316372
160k,BaseSalary,316372
SDE,Title,316372
10%,YearlyBonus,286707
15000,SignBonus,286707
105000,Equity,286707
132000,BaseSalary,286707
ICT3,Title,286707
unknown,YearlyBonus,305086
90 70,SignBonus,305086
220000,Equity,305086
175000,BaseSalary,305086
5,Title,305086
15%,YearlyBonus,316288
50k,SignBonus,316288
300k msft total,Equity,316288
180000,BaseSalary,316288
senior,Title,316288
10%,YearlyBonus,286543
15k,SignBonus,286543
40k,Equity,286543
115k,BaseSalary,286543
Software Engineer,Title,286543
20% - no limit,YearlyBonus,285336
0,SignBonus,285336
125,Equity,285336
13300,BaseSalary,285336
Sales Engineer,Title,285336
15%,YearlyBonus,305848
15,SignBonus,305848
200,Equity,305848
125,BaseSalary,305848
???,Title,305848
40k,YearlyBonus,294643
NA,SignBonus,294643
NA,Equity,294643
190k,BaseSalary,294643
senior sde,Title,294643
about 20%,YearlyBonus,319951
0,SignBonus,319951
unknown yet,Equity,319951
115k,BaseSalary,319951
junior,Title,319951
15%+,YearlyBonus,300808
20k,SignBonus,300808
100k,Equity,300808
120k,BaseSalary,300808
Entry,Title,300808
na,YearlyBonus,319915
na,SignBonus,319915
1000 unit option (80000 cash value?),Equity,319915
120~135K,BaseSalary,319915
Entry Level?,Title,319915
10%,YearlyBonus,283580
5W,SignBonus,283580
4w RSU,Equity,283580
200k,BaseSalary,283580
staff,Title,283580
8% ~ 13%,YearlyBonus,315914
没有,SignBonus,315914
105K,Equity,315914
135K,BaseSalary,315914
IC-3,Title,315914
up to 20%,YearlyBonus,318059
40000,SignBonus,318059
75000,Equity,318059
125500,BaseSalary,318059
SDE2,Title,318059
No,YearlyBonus,223689
10000,SignBonus,223689
15000 RSUs,Equity,223689
120000,BaseSalary,223689
Software Engineer,Title,223689
Target 20%,YearlyBonus,298283
50000,SignBonus,298283
130K,Equity,298283
11.6K,BaseSalary,298283
60,Title,298283
10%,YearlyBonus,296465
10k,SignBonus,296465
220k,Equity,296465
140k,BaseSalary,296465
Software Engineer,Title,296465
15k,YearlyBonus,317865
0,SignBonus,317865
0,Equity,317865
135k,BaseSalary,317865
New grad,Title,317865
0-20%,YearlyBonus,303294
30k,SignBonus,303294
140k,Equity,303294
128.5k,BaseSalary,303294
Software Engineer,Title,303294
Not mentioned,YearlyBonus,166120
"17,500",SignBonus,166120
12000 shares,Equity,166120
"115,000",BaseSalary,166120
Entry Level,Title,166120
~15%,YearlyBonus,317594
20K,SignBonus,317594
225K,Equity,317594
121K,BaseSalary,317594
SETI,Title,317594
10%,YearlyBonus,297957
10%,SignBonus,297957
80k,Equity,297957
125k,BaseSalary,297957
Solutions Engineer,Title,297957
0-20,YearlyBonus,313930
100k 2 years,SignBonus,313930
250k 4 years,Equity,313930
190000,BaseSalary,313930
Sr. SDE,Title,313930
不知道,YearlyBonus,278378
15k,SignBonus,278378
25k,Equity,278378
113k,BaseSalary,278378
senior,Title,278378
N/A,YearlyBonus,190408
20K,SignBonus,190408
25K,Equity,190408
115000,BaseSalary,190408
Senior,Title,190408
0-20%,YearlyBonus,311174
20k,SignBonus,311174
70k,Equity,311174
