Data,DataType,PostID 
20%,YearlyBonus,421447
0,SignBonus,421447
75k,Equity,421447
170k,BaseSalary,421447
Software Engineer Lead - full stack,Title,421447
不了解,YearlyBonus,410886
15k * 1y,SignBonus,410886
15k,Equity,410886
130k,BaseSalary,410886
SDE,Title,410886
N/A,YearlyBonus,419086
N/A,SignBonus,419086
21500,Equity,419086
165000,BaseSalary,419086
Sr. SDE,Title,419086
no,YearlyBonus,414548
22500 + 19500,SignBonus,414548
51 RSU,Equity,414548
127500,BaseSalary,414548
SDEI,Title,414548
10%,YearlyBonus,411502
25000,SignBonus,411502
35000,Equity,411502
115000,BaseSalary,411502
Sofware Engineer,Title,411502
NA,YearlyBonus,415147
15k,SignBonus,415147
40k,Equity,415147
160k,BaseSalary,415147
NA,Title,415147
n/a,YearlyBonus,402569
50K,SignBonus,402569
100K,Equity,402569
135K,BaseSalary,402569
Machine Learning Engineer,Title,402569
15%,YearlyBonus,366154
50000,SignBonus,366154
850000,Equity,366154
175000,BaseSalary,366154
T4,Title,366154
N/A,YearlyBonus,409049
55K,SignBonus,409049
110K,Equity,409049
140K,BaseSalary,409049
ICT,Title,409049
15%,YearlyBonus,411124
50K,SignBonus,411124
300K,Equity,411124
135K,BaseSalary,411124
SDE,Title,411124
15%,YearlyBonus,392213
0,SignBonus,392213
500,Equity,392213
180,BaseSalary,392213
e5,Title,392213
40000 Anniversary Bonus,YearlyBonus,409477
40000,SignBonus,409477
700 RSUs,Equity,409477
185000,BaseSalary,409477
Senior GPU Architect,Title,409477
0,YearlyBonus,411509
55000,SignBonus,411509
60,Equity,411509
SDE1,Title,411509
115000,BaseSalary,411509
8000 Anniversary Bonus,YearlyBonus,409491
8000,SignBonus,409491
1130 RSU,Equity,409491
100000,BaseSalary,409491
ASIC Engineer,Title,409491
0-20%,YearlyBonus,382311
15000,SignBonus,382311
45000,Equity,382311
120000,BaseSalary,382311
SDE,Title,382311
10%,YearlyBonus,386135
15K,SignBonus,386135
25K / year,Equity,386135
113K,BaseSalary,386135
SDE II,Title,386135
No,YearlyBonus,398464
183k (105k + 78k),SignBonus,398464
150,Equity,398464
165k,BaseSalary,398464
Applied scientist,Title,398464
16%,YearlyBonus,391271
0,SignBonus,391271
250k,Equity,391271
135k,BaseSalary,391271
software engineer II,Title,391271
0,YearlyBonus,392599
100K,SignBonus,392599
150K,Equity,392599
160K,BaseSalary,392599
Software Engineer,Title,392599
0,YearlyBonus,405919
12k,SignBonus,405919
28k,Equity,405919
105k,BaseSalary,405919
Application Engineer,Title,405919
45+35,SignBonus,402767
n/a,YearlyBonus,402767
76,Equity,402767
146,BaseSalary,402767
sde2,Title,402767
10%,YearlyBonus,372808
15k,SignBonus,372808
40k,Equity,372808
115k,BaseSalary,372808
new grad,Title,372808
not clear,YearlyBonus,407361
25k,SignBonus,407361
50k,Equity,407361
120k,BaseSalary,407361
sde,Title,407361
0,YearlyBonus,418807
36k + 31k,SignBonus,418807
65k,Equity,418807
112k,BaseSalary,418807
SDE I,Title,418807
25K,YearlyBonus,381885
0,SignBonus,381885
0,Equity,381885
160K,BaseSalary,381885
Senior SDE,Title,381885
未知,YearlyBonus,412700
未知,SignBonus,412700
未知,Equity,412700
未知,BaseSalary,412700
L4 或 L5,Title,412700
10%-15% base salary,YearlyBonus,414511
50k,SignBonus,414511
20k (money),Equity,414511
165000,BaseSalary,414511
Senior Engineer,Title,414511
10%,YearlyBonus,414749
15000,SignBonus,414749
0,Equity,414749
10800,BaseSalary,414749
Senior Engineer,Title,414749
0,YearlyBonus,412294
10k,SignBonus,412294
"36,300 shares of option",Equity,412294
Asana没title，反正就new grad,Title,412294
115k,BaseSalary,412294
0,SignBonus,397934
0,YearlyBonus,397934
2000,Equity,397934
160k,BaseSalary,397934
Senior,Title,397934
10%,YearlyBonus,384260
60000,SignBonus,384260
300000,Equity,384260
160000,BaseSalary,384260
E4,Title,384260
no,YearlyBonus,420058
43k+35k,SignBonus,420058
100k,Equity,420058
125k,BaseSalary,420058
entry,Title,420058
15% of base,YearlyBonus,417473
150k,SignBonus,417473
100k,Equity,417473
116k,BaseSalary,417473
new grad。。所以level 3？没仔细看呢,Title,417473
NA,YearlyBonus,423234
55000,SignBonus,423234
58,Equity,423234
130000,BaseSalary,423234
SDE1,Title,423234
10-30%,YearlyBonus,416028
20k,SignBonus,416028
30k,Equity,416028
130k,BaseSalary,416028
SDEII,Title,416028
?,YearlyBonus,391375
20000 + 一年结束后 20000,SignBonus,391375
85,Equity,391375
135000,BaseSalary,391375
Software Engineer,Title,391375
15%~20k,YearlyBonus,413093
30k,SignBonus,413093
240k,Equity,413093
130k,BaseSalary,413093
L3,Title,413093
10%,YearlyBonus,422403
40k,SignBonus,422403
220k,Equity,422403
155k,BaseSalary,422403
Entry-level,Title,422403
暂时未知,YearlyBonus,421059
10000,SignBonus,421059
暂时未知,Equity,421059
&gt;100000,BaseSalary,421059
SDE 2,Title,421059
15%,YearlyBonus,426236
15K,SignBonus,426236
无,Equity,426236
150k,BaseSalary,426236
Sr Staff Research Engineer,Title,426236
15%,YearlyBonus,425960
25000,SignBonus,425960
105000,Equity,425960
130000,BaseSalary,425960
T,Title,425960
10%,YearlyBonus,426222
15000,SignBonus,426222
42,Equity,426222
140000,BaseSalary,426222
SDE,Title,426222
10%,YearlyBonus,424410
30k,SignBonus,424410
60k,Equity,424410
140k,BaseSalary,424410
software engineer 3,Title,424410
10%,YearlyBonus,425345
25k,SignBonus,425345
100k,Equity,425345
105k,BaseSalary,425345
E3,Title,425345
10% target,YearlyBonus,424546
65k,SignBonus,424546
160k,Equity,424546
170000,BaseSalary,424546
4,Title,424546
20%,YearlyBonus,420387
20k,SignBonus,420387
120k,Equity,420387
145k,BaseSalary,420387
Senior Software Engineer II,Title,420387
20000,YearlyBonus,425056
无,SignBonus,425056
20000,Equity,425056
115000,BaseSalary,425056
Solutions Engineer,Title,425056
12%,YearlyBonus,424539
10000,SignBonus,424539
1500/$69000,Equity,424539
$135000,BaseSalary,424539
software engineer,Title,424539
没有，至少没有cash的,YearlyBonus,417974
30k,SignBonus,417974
600k,Equity,417974
200k,BaseSalary,417974
Software Engineer L5,Title,417974
"depends, normally 10-15%?",YearlyBonus,423213
100000,SignBonus,423213
220000,Equity,423213
110000,BaseSalary,423213
Software Engineer,Title,423213
15%,YearlyBonus,423498
40k,SignBonus,423498
360k,Equity,423498
150k,BaseSalary,423498
software engineer,Title,423498
20%,YearlyBonus,424972
2w,SignBonus,424972
10k股 pre IPO,Equity,424972
12.3k,BaseSalary,424972
sde1,Title,424972
貌似没有？,YearlyBonus,424478
"65k,50k",SignBonus,424478
160K,Equity,424478
165K,BaseSalary,424478
SDE II,Title,424478
N/A,YearlyBonus,417878
490k + 363k,SignBonus,417878
690 shares,Equity,417878
160000,BaseSalary,417878
码农,Title,417878
12%,YearlyBonus,423773
NA,SignBonus,423773
75k,Equity,423773
120k,BaseSalary,423773
Software Engineer I,Title,423773
10%,YearlyBonus,424545
50k,SignBonus,424545
320k,Equity,424545
160000,BaseSalary,424545
E4,Title,424545
pending,YearlyBonus,420098
pending,SignBonus,420098
pending,Equity,420098
115k,BaseSalary,420098
SDE,Title,420098
[hide=200] 10%,YearlyBonus,400238
[hide=200] 40k,SignBonus,400238
[hide=200] 130,Equity,400238
[hide=200] 135,BaseSalary,400238
DS,Title,400238
5%,YearlyBonus,416484
10000,SignBonus,416484
500share ~ 110k,Equity,416484
145000,BaseSalary,416484
mid,Title,416484
13,YearlyBonus,423967
第一年10w，第二三年9w,SignBonus,423967
42w,Equity,423967
24w,BaseSalary,423967
Software Engineer,Title,423967
15% base = 19k,YearlyBonus,421607
40k,SignBonus,421607
"160, 160k",Equity,421607
125k,BaseSalary,421607
Software Engineer,Title,421607
10%,YearlyBonus,425997
3万,SignBonus,425997
2万,Equity,425997
13.5万,BaseSalary,425997
Staff Electric Engineer,Title,425997
up to 20%,YearlyBonus,420484
20k,SignBonus,420484
70k,Equity,420484
108k,BaseSalary,420484
SWE,Title,420484
0,YearlyBonus,425426
0,SignBonus,425426
0,Equity,425426
0,BaseSalary,425426
Fellow,Title,425426
0-20%,YearlyBonus,424349
20000,SignBonus,424349
30000,Equity,424349
130000,BaseSalary,424349
61,Title,424349
up to 20%,YearlyBonus,425325
20000/10000,SignBonus,425325
$50000/5year,Equity,425325
113500,BaseSalary,425325
60,Title,425325
10%,YearlyBonus,425576
0,SignBonus,425576
0,Equity,425576
70000,BaseSalary,425576
IT,Title,425576
15%,YearlyBonus,414544
no,SignBonus,414544
100k,Equity,414544
120k,BaseSalary,414544
SDE,Title,414544
NA,YearlyBonus,404085
50000,SignBonus,404085
400000,Equity,404085
150k,BaseSalary,404085
I don't know,Title,404085
10%,YearlyBonus,423767
100000,SignBonus,423767
300000,Equity,423767
155000,BaseSalary,423767
4,Title,423767
没有提到,YearlyBonus,426894
38k/30k,SignBonus,426894
65,Equity,426894
123k,BaseSalary,426894
SDE-I,Title,426894
10%~20%,YearlyBonus,425848
15k,SignBonus,425848
$25000,Equity,425848
120k,BaseSalary,425848
SDE,Title,425848
25%,YearlyBonus,426829
15k,SignBonus,426829
n/a,Equity,426829
130k,BaseSalary,426829
new grad,Title,426829
0,YearlyBonus,426523
0,SignBonus,426523
320,Equity,426523
170,BaseSalary,426523
senior sde,Title,426523
10%,YearlyBonus,426238
20k,SignBonus,426238
大概450k 但没IPO以前都只是纸,Equity,426238
155k,BaseSalary,426238
N/A,Title,426238
10%,YearlyBonus,426339
25000 + 25000 + 10000,SignBonus,426339
150000,Equity,426339
115000,BaseSalary,426339
New Grad,Title,426339
15%,YearlyBonus,426058
30k,SignBonus,426058
140k,Equity,426058
136k,BaseSalary,426058
NA,Title,426058
15k target,YearlyBonus,313157
20k,SignBonus,313157
300k,Equity,313157
140000,BaseSalary,313157
SDE,Title,313157
15%-25%,YearlyBonus,428447
3k,SignBonus,428447
20k,Equity,428447
115k,BaseSalary,428447
Software Engineer,Title,428447
not sure,YearlyBonus,287229
"65k (1st year), 55k (2nd year)",SignBonus,287229
165,Equity,287229
165k,BaseSalary,287229
SDE2,Title,287229
15%,YearlyBonus,427073
50K,SignBonus,427073
295K,Equity,427073
140K,BaseSalary,427073
3,Title,427073
10%,YearlyBonus,412759
0,SignBonus,412759
18000 share,Equity,412759
130000,BaseSalary,412759
Software engineer,Title,412759
还没谈到,YearlyBonus,423529
30k,SignBonus,423529
160k,Equity,423529
140k,BaseSalary,423529
ICT4,Title,423529
10%,YearlyBonus,426344
100000,SignBonus,426344
300000,Equity,426344
160000,BaseSalary,426344
4,Title,426344
0,YearlyBonus,427780
0,SignBonus,427780
450,Equity,427780
140,BaseSalary,427780
1-2,Title,427780
na,YearlyBonus,427733
20k,SignBonus,427733
400k,Equity,427733
165k,BaseSalary,427733
2级,Title,427733
N/A,YearlyBonus,427854
N/A,SignBonus,427854
N/A,Equity,427854
50/hr,BaseSalary,427854
intern,Title,427854
15%,YearlyBonus,423154
0,SignBonus,423154
400000,Equity,423154
170000,BaseSalary,423154
Level 5,Title,423154
N/A,YearlyBonus,427026
30k,SignBonus,427026
250000,Equity,427026
125000,BaseSalary,427026
l3,Title,427026
15%,YearlyBonus,426427
无,SignBonus,426427
[hide=120] 1000股 [/hide],Equity,426427
[hide=120] 55000 [/hide],BaseSalary,426427
SE,Title,426427
n/a,YearlyBonus,427210
30000/22000,SignBonus,427210
40,Equity,427210
126000,BaseSalary,427210
SDE,Title,427210
0,YearlyBonus,427225
0,SignBonus,427225
0,Equity,427225
60000,BaseSalary,427225
Software Engineer Intern,Title,427225
10,YearlyBonus,425150
-,SignBonus,425150
680,Equity,425150
120000,BaseSalary,425150
Data Scientist,Title,425150
66K - 99K,YearlyBonus,426420
0,SignBonus,426420
折合人民币18w,Equity,426420
528k,BaseSalary,426420
Senior Product Manager,Title,426420
0-20,YearlyBonus,426512
50,SignBonus,426512
195,Equity,426512
145,BaseSalary,426512
SDEII,Title,426512
15%,YearlyBonus,426247
75000,SignBonus,426247
210000,Equity,426247
130000,BaseSalary,426247
3,Title,426247
0,YearlyBonus,423576
25000,SignBonus,423576
560k,Equity,423576
168000,BaseSalary,423576
4,Title,423576
15%,YearlyBonus,427005
11000,SignBonus,427005
100000,Equity,427005
125000,BaseSalary,427005
T3,Title,427005
20,YearlyBonus,410372
20K,SignBonus,410372
40K,Equity,410372
165K,BaseSalary,410372
senior sde big data,Title,410372
13.5K,YearlyBonus,427979
N/A,SignBonus,427979
200000,Equity,427979
140000,BaseSalary,427979
SDE2,Title,427979
10%,YearlyBonus,427297
40000,SignBonus,427297
300000,Equity,427297
160000,BaseSalary,427297
Software Engineer,Title,427297
20000,YearlyBonus,428310
20000,SignBonus,428310
30500,Equity,428310
160000,BaseSalary,428310
Software Engineer,Title,428310
N/A,YearlyBonus,343327
N/A,SignBonus,343327
N/A,Equity,343327
13 k /m,BaseSalary,343327
research intern,Title,343327
15%,YearlyBonus,427182
25000,SignBonus,427182
200000,Equity,427182
120000,BaseSalary,427182
level3,Title,427182
16k,YearlyBonus,427030
50k,SignBonus,427030
250k,Equity,427030
165k,BaseSalary,427030
senior,Title,427030
好似没有,YearlyBonus,282271
32K + 25K,SignBonus,282271
75k,Equity,282271
140k,BaseSalary,282271
Applied Scientist,Title,282271
"34,000",YearlyBonus,428255
20k,SignBonus,428255
0,Equity,428255
"176,000",BaseSalary,428255
Senior SDE,Title,428255
NA,YearlyBonus,392018
NA,SignBonus,392018
365k,Equity,392018
185k,BaseSalary,392018
data scientist,Title,392018
NA,YearlyBonus,427059
67K,SignBonus,427059
65K,Equity,427059
112K,BaseSalary,427059
SDE1,Title,427059
6w,YearlyBonus,210660
1.5w,SignBonus,210660
-,Equity,210660
14w,BaseSalary,210660
entry,Title,210660
0~20%,YearlyBonus,426571
125k,Equity,426571
50K,SignBonus,426571
150k,BaseSalary,426571
SDE II,Title,426571
10%,YearlyBonus,303075
100k,SignBonus,303075
240k,Equity,303075
140k,BaseSalary,303075
Research Scientist,Title,303075
n/a,YearlyBonus,424517
40 k + 30 k,SignBonus,424517
65 RSU,Equity,424517
137.5 k,BaseSalary,424517
SDE,Title,424517
0,YearlyBonus,425323
30000/20000,SignBonus,425323
80,Equity,425323
120000,BaseSalary,425323
L4,Title,425323
5%,YearlyBonus,374512
25000,SignBonus,374512
410 RSU/4yrs,Equity,374512
122000,BaseSalary,374512
Entry Level,Title,374512
17000,YearlyBonus,427771
25000,SignBonus,427771
200000,Equity,427771
113000,BaseSalary,427771
SWE,Title,427771
6500,YearlyBonus,422021
5000,SignBonus,422021
5000,Equity,422021
65000,BaseSalary,422021
7,Title,422021
not sure,YearlyBonus,304342
50000,SignBonus,304342
120000,Equity,304342
160000,BaseSalary,304342
senior swe,Title,304342
10%,YearlyBonus,429698
40000,SignBonus,429698
35000,Equity,429698
185000,BaseSalary,429698
staff,Title,429698
10%,YearlyBonus,427232
40k,SignBonus,427232
220k,Equity,427232
165k,BaseSalary,427232
Senior,Title,427232
0,YearlyBonus,427393
0,SignBonus,427393
5%,Equity,427393
425000,BaseSalary,427393
Sr Software Engineer,Title,427393
0,YearlyBonus,429124
0,SignBonus,429124
29000 units (300k),Equity,429124
179000,BaseSalary,429124
Senior,Title,429124
20%,YearlyBonus,397937
30k,SignBonus,397937
40k,Equity,397937
170k,BaseSalary,397937
DS,Title,397937
Not sure,YearlyBonus,428126
Forgot,SignBonus,428126
200k,Equity,428126
145k,BaseSalary,428126
SDE,Title,428126
15%,YearlyBonus,427995
不知道,SignBonus,427995
1000 对的！四年一千股,Equity,427995
180k,BaseSalary,427995
mle,Title,427995
0 ～ 20,YearlyBonus,287239
20k,SignBonus,287239
15000,Equity,287239
125500,BaseSalary,287239
SDE II,Title,287239
0-20,YearlyBonus,428909
15000,SignBonus,428909
25000,Equity,428909
125000,BaseSalary,428909
SE,Title,428909
0,YearlyBonus,428927
0,SignBonus,428927
2500,Equity,428927
120000,BaseSalary,428927
sde,Title,428927
10%,YearlyBonus,427657
30K,SignBonus,427657
300K,Equity,427657
160K,BaseSalary,427657
4,Title,427657
0-20,YearlyBonus,428893
30k,SignBonus,428893
50k,Equity,428893
130k,BaseSalary,428893
SDE,Title,428893
15%,YearlyBonus,336500
"20,000",SignBonus,336500
"170,000／4 year",Equity,336500
"124,000",BaseSalary,336500
T3,Title,336500
20~50k,YearlyBonus,423571
30k,SignBonus,423571
585k,Equity,423571
190k,BaseSalary,423571
Software Engineer,Title,423571
no,YearlyBonus,427025
150k,SignBonus,427025
200000,Equity,427025
175000,BaseSalary,427025
l5,Title,427025
no,YearlyBonus,425412
80000 + 65000,SignBonus,425412
115 units,Equity,425412
180000,BaseSalary,425412
unknown,Title,425412
HR没说,YearlyBonus,377299
15000,SignBonus,377299
4000 shares,Equity,377299
130k,BaseSalary,377299
Software Development Degineer,Title,377299
10%,YearlyBonus,316577
100000,SignBonus,316577
240000,Equity,316577
140000,BaseSalary,316577
Research Scientist,Title,316577
0,YearlyBonus,428569
150k,SignBonus,428569
9000 shares,Equity,428569
170k,BaseSalary,428569
Graphics Engineer,Title,428569
25% depending on performance,YearlyBonus,428477
没有,SignBonus,428477
base*3,Equity,428477
150k,BaseSalary,428477
Sr Bioinformatics Engineer,Title,428477
N/a,YearlyBonus,427932
N/a,SignBonus,427932
N/a,Equity,427932
45/h,BaseSalary,427932
N/a,Title,427932
13500现金，52500股票,YearlyBonus,425709
0,SignBonus,425709
336500,Equity,425709
147100,BaseSalary,425709
4,Title,425709
N/A,YearlyBonus,352551
10k,SignBonus,352551
14000 options,Equity,352551
145k,BaseSalary,352551
MTS,Title,352551
?% vs 0,YearlyBonus,287381
0,SignBonus,287381
都大概10k~15k,Equity,287381
都大概140k~160k,BaseSalary,287381
senior engineer,Title,287381
8%,YearlyBonus,429617
10000,SignBonus,429617
0,Equity,429617
105000,BaseSalary,429617
senior software,Title,429617
N/A,YearlyBonus,429597
66k,SignBonus,429597
65k,Equity,429597
106k,BaseSalary,429597
SDE I,Title,429597
15%,YearlyBonus,429183
10K,SignBonus,429183
140K,Equity,429183
130K,BaseSalary,429183
T3,Title,429183
0,YearlyBonus,428869
25K + 20K,SignBonus,428869
40 share,Equity,428869
120000,BaseSalary,428869
SDE,Title,428869
10%,YearlyBonus,429204
70k,SignBonus,429204
270k,Equity,429204
145000,BaseSalary,429204
4,Title,429204
10k,YearlyBonus,319781
na,SignBonus,319781
na,Equity,319781
131.5k,BaseSalary,319781
new grad software engineer,Title,319781
15%,YearlyBonus,428610
30000,SignBonus,428610
450000,Equity,428610
180000,BaseSalary,428610
Senior Software Engineer,Title,428610
20%,YearlyBonus,428750
少量,SignBonus,428750
待议,Equity,428750
135000,BaseSalary,428750
Software Engineer I,Title,428750
10%,YearlyBonus,428762
10k,SignBonus,428762
220k,Equity,428762
145000,BaseSalary,428762
4,Title,428762
-,YearlyBonus,428786
25k,SignBonus,428786
250k,Equity,428786
180k,BaseSalary,428786
Sr Backend Software Engineer,Title,428786
0,YearlyBonus,426553
0,SignBonus,426553
0,Equity,426553
110k,BaseSalary,426553
SDEI,Title,426553
-,YearlyBonus,425439
8000/9000,SignBonus,425439
37,Equity,425439
125K,BaseSalary,425439
SDE1,Title,425439
15%,YearlyBonus,425088
40000,SignBonus,425088
160000,Equity,425088
180000,BaseSalary,425088
unknown,Title,425088
10%,YearlyBonus,431027
20K,SignBonus,431027
250K,Equity,431027
195K,BaseSalary,431027
Principla,Title,431027
Regular,YearlyBonus,428006
0,SignBonus,428006
7100,Equity,428006
147000,BaseSalary,428006
SDE II,Title,428006
15k,YearlyBonus,343199
0,SignBonus,343199
0,Equity,343199
135k,BaseSalary,343199
new grad SED,Title,343199
15%,YearlyBonus,430217
20K,SignBonus,430217
400K,Equity,430217
160K,BaseSalary,430217
Software Engineer,Title,430217
0,YearlyBonus,312919
0,SignBonus,312919
525000,Equity,312919
185000,BaseSalary,312919
senior software engineer,Title,312919
"up to 20% + $13,000 stock",YearlyBonus,290991
"20,000",SignBonus,290991
"30,000",Equity,290991
"125,000",BaseSalary,290991
SDE2,Title,290991
0,YearlyBonus,430347
180k,SignBonus,430347
150,Equity,430347
170k,BaseSalary,430347
SDE2,Title,430347
no,YearlyBonus,430262
no,SignBonus,430262
635000,Equity,430262
175000,BaseSalary,430262
4,Title,430262
0,YearlyBonus,304290
0,SignBonus,304290
880000,Equity,304290
180000,BaseSalary,304290
swe,Title,304290
13%，pension 15%,YearlyBonus,317017
0,SignBonus,317017
0,Equity,317017
140K,BaseSalary,317017
Sr Data Scientist,Title,317017
18k,YearlyBonus,425966
40k,SignBonus,425966
0,Equity,425966
142k,BaseSalary,425966
entry-level software engineer,Title,425966
0,YearlyBonus,430303
20K + 15K,SignBonus,430303
75K,Equity,430303
145K,BaseSalary,430303
entry level,Title,430303
20k +,YearlyBonus,426346
10k,SignBonus,426346
0,Equity,426346
120k,BaseSalary,426346
Junior C++ Dev,Title,426346
0,YearlyBonus,430255
50K,SignBonus,430255
450K,Equity,430255
155K,BaseSalary,430255
no,Title,430255
0,YearlyBonus,430274
[hide=200]75K[/hide],SignBonus,430274
[hide=200]100K[/hide],Equity,430274
[hide=200]150K[/hide],BaseSalary,430274
[hide=200]Manager[/hide],Title,430274
n/a,YearlyBonus,316653
20000,SignBonus,316653
3000 shares,Equity,316653
125000,BaseSalary,316653
SDE,Title,316653
16%,YearlyBonus,428851
10k,SignBonus,428851
20k,Equity,428851
140k,BaseSalary,428851
Data Scientist,Title,428851
10 - 20%,YearlyBonus,430242
20k / 2 yrs,SignBonus,430242
50k,Equity,430242
12k,BaseSalary,430242
没说,Title,430242
40000,YearlyBonus,430199
20000,SignBonus,430199
60000,Equity,430199
190000,BaseSalary,430199
ECB5/staff data Scientist,Title,430199
5000,YearlyBonus,312565
0,SignBonus,312565
6500 Option,Equity,312565
140000,BaseSalary,312565
SDE,Title,312565
15%,YearlyBonus,430180
5k (???),SignBonus,430180
235k,Equity,430180
127k,BaseSalary,430180
sde,Title,430180
10－15％,YearlyBonus,430073
40k,SignBonus,430073
250k,Equity,430073
150k,BaseSalary,430073
E4,Title,430073
10% - 15%,YearlyBonus,430018
none,SignBonus,430018
140k,Equity,430018
135k,BaseSalary,430018
Data Engineer,Title,430018
10%,YearlyBonus,430497
50k,SignBonus,430497
150k,Equity,430497
140k,BaseSalary,430497
3,Title,430497
0-20%,YearlyBonus,430243
20k,SignBonus,430243
65k,Equity,430243
145k,BaseSalary,430243
Senior backend dev,Title,430243
20%,YearlyBonus,425946
20K,SignBonus,425946
$30K,Equity,425946
131K,BaseSalary,425946
Data Scientist II,Title,425946
10~20%,YearlyBonus,425147
80k,SignBonus,425147
150k,Equity,425147
150k,BaseSalary,425147
SDE2,Title,425147
0-20% base + 0~9k stock,YearlyBonus,427884
30k,SignBonus,427884
90k,Equity,427884
120k,BaseSalary,427884
SDE,Title,427884
none,YearlyBonus,430163
45k + 4k,SignBonus,430163
145,Equity,430163
140k,BaseSalary,430163
SDE II,Title,430163
10%,YearlyBonus,308132
0,SignBonus,308132
31k,Equity,308132
10500,BaseSalary,308132
Process Engineer III,Title,308132
10%,YearlyBonus,396415
10000,SignBonus,396415
26k,Equity,396415
110000,BaseSalary,396415
Process Engineer 3,Title,396415
15%,YearlyBonus,398908
50000,SignBonus,398908
550000,Equity,398908
185000,BaseSalary,398908
E5,Title,398908
没问,YearlyBonus,418685
100k,SignBonus,418685
400k,Equity,418685
160k,BaseSalary,418685
4,Title,418685
N/A,YearlyBonus,430599
第一年12 万sign on，第二年10 万,SignBonus,430599
150股,Equity,430599
16.5,BaseSalary,430599
sde2,Title,430599
17%,YearlyBonus,429806
0,SignBonus,429806
780k,Equity,429806
175k,BaseSalary,429806
Software Engineer,Title,429806
10-20%,YearlyBonus,431143
没谈,SignBonus,431143
无,Equity,431143
120k,BaseSalary,431143
senior enginer,Title,431143
15%,YearlyBonus,378049
30K,SignBonus,378049
"150,000",Equity,378049
"190,000",BaseSalary,378049
Senior Software Engineer,Title,378049
25k (口头）,YearlyBonus,326948
N/A,SignBonus,326948
100k,Equity,326948
110k,BaseSalary,326948
software Engineer II,Title,326948
[hide=200]10%[/hide],YearlyBonus,429580
[hide=200]100K[/hide],SignBonus,429580
[hide=200]300K[/hide],Equity,429580
[hide=200]155K[/hide],BaseSalary,429580
4,Title,429580
no,YearlyBonus,430963
25k,SignBonus,430963
约550k,Equity,430963
168k,BaseSalary,430963
sde2,Title,430963
10%,YearlyBonus,430884
25k,SignBonus,430884
150,Equity,430884
145k,BaseSalary,430884
Software engineer,Title,430884
10%,YearlyBonus,429581
50k,SignBonus,429581
250k,Equity,429581
150k,BaseSalary,429581
sde,Title,429581
Haven't talked to recruiter yet,YearlyBonus,430377
25000,SignBonus,430377
75000,Equity,430377
116000,BaseSalary,430377
SDE 1,Title,430377
unknown,YearlyBonus,305832
"195000 1st year, 150000 2nd year",SignBonus,305832
500,Equity,305832
180000,BaseSalary,305832
L6,Title,305832
15%,YearlyBonus,430435
20000,SignBonus,430435
200000,Equity,430435
160000,BaseSalary,430435
SDE,Title,430435
15%,YearlyBonus,429218
50k,SignBonus,429218
325k,Equity,429218
140k,BaseSalary,429218
SWE,Title,429218
"10% base, up to 30% depends on performance",YearlyBonus,343192
8.5k,SignBonus,343192
50000,Equity,343192
107000,BaseSalary,343192
Enterprise Engineer,Title,343192
not known,YearlyBonus,327181
35000,SignBonus,327181
105k,Equity,327181
145k,BaseSalary,327181
not-known,Title,327181
0,SignBonus,430503
0,Equity,430503
125000,BaseSalary,430503
sde2,Title,430503
15%,YearlyBonus,429052
15K,SignBonus,429052
200K,Equity,429052
130K,BaseSalary,429052
T3,Title,429052
up to 20%,YearlyBonus,431392
5000,SignBonus,431392
10000,Equity,431392
105000,BaseSalary,431392
Software Engineer,Title,431392
12%,YearlyBonus,293184
5000,SignBonus,293184
80000,Equity,293184
115000,BaseSalary,293184
IT Software Engineer,Title,293184
7% MBO,YearlyBonus,431389
0,SignBonus,431389
0,Equity,431389
80000,BaseSalary,431389
Software Engineer,Title,431389
10 %,YearlyBonus,431359
20k,SignBonus,431359
30 k options = 200k 4 year,Equity,431359
168000,BaseSalary,431359
Senior,Title,431359
20%,YearlyBonus,430288
30k,SignBonus,430288
465000,Equity,430288
190000,BaseSalary,430288
Senior Software Engineer,Title,430288
10%,YearlyBonus,430846
55k,SignBonus,430846
200k,Equity,430846
158,BaseSalary,430846
sde2,Title,430846
0,YearlyBonus,431164
0,SignBonus,431164
0,Equity,431164
200K,BaseSalary,431164
Sr Principal engineer,Title,431164
0-20%,YearlyBonus,431184
25k,SignBonus,431184
25000,Equity,431184
160k,BaseSalary,431184
sr sde,Title,431184
%15,YearlyBonus,424963
木有,SignBonus,424963
$65k,Equity,424963
$130k,BaseSalary,424963
junior,Title,424963
15%,YearlyBonus,430872
没问,SignBonus,430872
190000,Equity,430872
131000,BaseSalary,430872
SWE,Title,430872
15%,YearlyBonus,430821
20000,SignBonus,430821
150000,Equity,430821
130000,BaseSalary,430821
SWE,Title,430821
15%,YearlyBonus,430074
250k,Equity,430074
20k,SignBonus,430074
14.5,BaseSalary,430074
T3,Title,430074
0,YearlyBonus,408667
5k,SignBonus,408667
15K,Equity,408667
95K,BaseSalary,408667
Analyst,Title,408667
15%,YearlyBonus,427882
40K,SignBonus,427882
220K,Equity,427882
118K,BaseSalary,427882
SWE,Title,427882
0,YearlyBonus,431778
50K 50K,SignBonus,431778
135 share,Equity,431778
165K,BaseSalary,431778
SDEII,Title,431778
0,YearlyBonus,431379
0,SignBonus,431379
0,Equity,431379
120000,BaseSalary,431379
Senior,Title,431379
0-20%,YearlyBonus,431732
30k,SignBonus,431732
140k,Equity,431732
120k,BaseSalary,431732
